	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	879.6266666666667	18.586666666666666	0	6
1	1	2	919.5510204081633	44.316326530612244	0	7
2	1	3	370.53164556962025	58.35443037974684	0	11
3	1	4	560.1692307692308	82.76923076923077	0	17
4	1	5	1245.6	85.88	0	18
5	1	6	595.2439024390244	125.82926829268293	0	24
6	1	7	148.55128205128204	139.84615384615384	0	28
7	1	8	264.65625	173.40625	0	31
8	1	9	539.453488372093	197.1627906976744	0	40
9	1	10	207.12790697674419	204.01162790697674	0	42
10	1	11	720.2888888888889	206.76666666666668	0	44
11	1	12	21.42391304347826	326.1847826086956	0	58
12	1	13	1245.4594594594594	336.6621621621622	0	60
13	1	14	1295.2089552238806	365.8059701492537	0	64
14	1	15	741.5555555555555	388.5353535353535	0	70
15	1	16	796.2528735632184	416.18390804597703	0	77
16	1	17	171.21794871794873	430.56410256410254	0	81
17	1	18	788.964705882353	499.9764705882353	0	98
18	1	19	481.9130434782609	543.304347826087	0	112
19	1	20	477.65384615384613	547.6538461538462	0	112
20	1	21	813.3300970873786	578.5825242718447	0	119
21	1	22	475.9642857142857	565.7857142857143	0	112
22	1	23	457.96590909090907	611.8522727272727	0	129
23	1	24	383.2168674698795	617.4578313253012	0	132
24	1	25	333.6625	640.9625	0	138
25	1	26	732.5955056179776	684.876404494382	0	145
26	1	27	726.0487804878048	698.609756097561	0	145
27	1	28	616.8333333333334	740.1904761904761	0	150
28	1	29	247.69387755102042	792.3163265306123	0	154
29	1	30	283.95412844036696	826.5688073394496	0	160
30	1	31	536.4871794871794	848.9358974358975	0	168
31	1	32	223.98901098901098	873.5384615384615	0	175
32	1	33	272.8550724637681	875.7391304347826	0	181
33	1	34	232.90217391304347	897.2717391304348	0	175
34	1	35	253.35849056603774	910.5283018867924	0	175
35	1	36	276.8478260869565	938.195652173913	0	207
36	1	37	484.68	973.0666666666667	0	221
