	Plate	Well	Well Number	Original Gene Target	Frames	Plate_Map_Name	Gene_Replicate	Site	DNA
1538	LT0105_27	P21	381	COPB	44	LT0105_27_381	1	1	LT0105_27/LT0105_27_381_44.tif
1539	LT0105_27	P24	384	COPB	31	LT0105_27_384	1	1	LT0105_27/LT0105_27_384_31.tif
1540	LT0106_02	A4	4	ENSG00000149503	58	LT0106_02_4	1	1	LT0106_02/LT0106_02_4_58.tif
1541	LT0106_02	C1	49	ENSG00000149503	31	LT0106_02_49	1	1	LT0106_02/LT0106_02_49_31.tif
1542	LT0106_02	C4	52	ENSG00000149503	57	LT0106_02_52	1	1	LT0106_02/LT0106_02_52_57.tif
1543	LT0106_02	N21	333	COPB	49	LT0106_02_333	1	1	LT0106_02/LT0106_02_333_49.tif
1544	LT0106_02	N24	336	COPB	53	LT0106_02_336	1	1	LT0106_02/LT0106_02_336_53.tif
1545	LT0106_02	P21	381	COPB	51	LT0106_02_381	1	1	LT0106_02/LT0106_02_381_51.tif
1546	LT0106_02	P24	384	COPB	57	LT0106_02_384	1	1	LT0106_02/LT0106_02_384_57.tif
1547	LT0106_06	A4	4	ENSG00000149503	57	LT0106_06_4	1	1	LT0106_06/LT0106_06_4_57.tif
1548	LT0106_06	C1	49	ENSG00000149503	32	LT0106_06_49	1	1	LT0106_06/LT0106_06_49_32.tif
1549	LT0106_06	C4	52	ENSG00000149503	36	LT0106_06_52	1	1	LT0106_06/LT0106_06_52_36.tif
1550	LT0106_06	N21	333	COPB	44	LT0106_06_333	1	1	LT0106_06/LT0106_06_333_44.tif
1551	LT0106_06	N24	336	COPB	39	LT0106_06_336	1	1	LT0106_06/LT0106_06_336_39.tif
1552	LT0106_06	P21	381	COPB	49	LT0106_06_381	1	1	LT0106_06/LT0106_06_381_49.tif
1553	LT0106_06	P24	384	COPB	59	LT0106_06_384	1	1	LT0106_06/LT0106_06_384_59.tif
1554	LT0106_10	A4	4	ENSG00000149503	60	LT0106_10_4	1	1	LT0106_10/LT0106_10_4_60.tif
1555	LT0106_10	C1	49	ENSG00000149503	49	LT0106_10_49	1	1	LT0106_10/LT0106_10_49_49.tif
1556	LT0106_10	C4	52	ENSG00000149503	37	LT0106_10_52	1	1	LT0106_10/LT0106_10_52_37.tif
1557	LT0106_10	N21	333	COPB	58	LT0106_10_333	1	1	LT0106_10/LT0106_10_333_58.tif
1558	LT0106_10	N24	336	COPB	52	LT0106_10_336	1	1	LT0106_10/LT0106_10_336_52.tif
1559	LT0106_10	P21	381	COPB	48	LT0106_10_381	1	1	LT0106_10/LT0106_10_381_48.tif
1560	LT0106_10	P24	384	COPB	61	LT0106_10_384	1	1	LT0106_10/LT0106_10_384_61.tif
1561	LT0106_43	A4	4	ENSG00000149503	49	LT0106_43_4	1	1	LT0106_43/LT0106_43_4_49.tif
1562	LT0106_43	C1	49	ENSG00000149503	54	LT0106_43_49	1	1	LT0106_43/LT0106_43_49_54.tif
1563	LT0106_43	C4	52	ENSG00000149503	37	LT0106_43_52	1	1	LT0106_43/LT0106_43_52_37.tif
1564	LT0106_43	N21	333	COPB	54	LT0106_43_333	1	1	LT0106_43/LT0106_43_333_54.tif
1565	LT0106_43	N24	336	COPB	35	LT0106_43_336	1	1	LT0106_43/LT0106_43_336_35.tif
1566	LT0106_43	P21	381	COPB	36	LT0106_43_381	1	1	LT0106_43/LT0106_43_381_36.tif
1567	LT0106_43	P24	384	COPB	60	LT0106_43_384	1	1	LT0106_43/LT0106_43_384_60.tif
1568	LT0107_02	A4	4	ENSG00000149503	54	LT0107_02_4	1	1	LT0107_02/LT0107_02_4_54.tif
1569	LT0107_02	C1	49	ENSG00000149503	33	LT0107_02_49	1	1	LT0107_02/LT0107_02_49_33.tif
1570	LT0107_02	C4	52	ENSG00000149503	50	LT0107_02_52	1	1	LT0107_02/LT0107_02_52_50.tif
1571	LT0107_02	N24	336	COPB	54	LT0107_02_336	1	1	LT0107_02/LT0107_02_336_54.tif
1572	LT0107_02	P24	384	COPB	35	LT0107_02_384	1	1	LT0107_02/LT0107_02_384_35.tif
1573	LT0107_17	A4	4	ENSG00000149503	48	LT0107_17_4	1	1	LT0107_17/LT0107_17_4_48.tif
1574	LT0107_17	C1	49	ENSG00000149503	52	LT0107_17_49	1	1	LT0107_17/LT0107_17_49_52.tif
1575	LT0107_17	C4	52	ENSG00000149503	44	LT0107_17_52	1	1	LT0107_17/LT0107_17_52_44.tif
1576	LT0107_17	N24	336	COPB	41	LT0107_17_336	1	1	LT0107_17/LT0107_17_336_41.tif
1577	LT0107_17	P24	384	COPB	55	LT0107_17_384	1	1	LT0107_17/LT0107_17_384_55.tif
1578	LT0107_18	A4	4	ENSG00000149503	50	LT0107_18_4	1	1	LT0107_18/LT0107_18_4_50.tif
1579	LT0107_18	C1	49	ENSG00000149503	57	LT0107_18_49	1	1	LT0107_18/LT0107_18_49_57.tif
1580	LT0107_18	C4	52	ENSG00000149503	48	LT0107_18_52	1	1	LT0107_18/LT0107_18_52_48.tif
1581	LT0107_18	N24	336	COPB	31	LT0107_18_336	1	1	LT0107_18/LT0107_18_336_31.tif
1582	LT0107_18	P24	384	COPB	39	LT0107_18_384	1	1	LT0107_18/LT0107_18_384_39.tif
1583	LT0108_01	A4	4	ENSG00000149503	39	LT0108_01_4	1	1	LT0108_01/LT0108_01_4_39.tif
1584	LT0108_01	C1	49	ENSG00000149503	51	LT0108_01_49	1	1	LT0108_01/LT0108_01_49_51.tif
1585	LT0108_01	C4	52	ENSG00000149503	45	LT0108_01_52	1	1	LT0108_01/LT0108_01_52_45.tif
1586	LT0108_01	N21	333	COPB	35	LT0108_01_333	1	1	LT0108_01/LT0108_01_333_35.tif
1587	LT0108_01	N24	336	COPB	49	LT0108_01_336	1	1	LT0108_01/LT0108_01_336_49.tif
1588	LT0108_01	P21	381	COPB	53	LT0108_01_381	1	1	LT0108_01/LT0108_01_381_53.tif
1589	LT0108_01	P24	384	COPB	55	LT0108_01_384	1	1	LT0108_01/LT0108_01_384_55.tif
1590	LT0108_02	A4	4	ENSG00000149503	52	LT0108_02_4	1	1	LT0108_02/LT0108_02_4_52.tif
1591	LT0108_02	C1	49	ENSG00000149503	62	LT0108_02_49	1	1	LT0108_02/LT0108_02_49_62.tif
1592	LT0108_02	C4	52	ENSG00000149503	38	LT0108_02_52	1	1	LT0108_02/LT0108_02_52_38.tif
1593	LT0108_02	N21	333	COPB	60	LT0108_02_333	1	1	LT0108_02/LT0108_02_333_60.tif
1594	LT0108_02	N24	336	COPB	54	LT0108_02_336	1	1	LT0108_02/LT0108_02_336_54.tif
1595	LT0108_02	P21	381	COPB	41	LT0108_02_381	1	1	LT0108_02/LT0108_02_381_41.tif
1596	LT0108_02	P24	384	COPB	56	LT0108_02_384	1	1	LT0108_02/LT0108_02_384_56.tif
1597	LT0108_25	A4	4	ENSG00000149503	54	LT0108_25_4	1	1	LT0108_25/LT0108_25_4_54.tif
1598	LT0108_25	C1	49	ENSG00000149503	61	LT0108_25_49	1	1	LT0108_25/LT0108_25_49_61.tif
1599	LT0108_25	C4	52	ENSG00000149503	57	LT0108_25_52	1	1	LT0108_25/LT0108_25_52_57.tif
1600	LT0108_25	N21	333	COPB	44	LT0108_25_333	1	1	LT0108_25/LT0108_25_333_44.tif
1601	LT0108_25	N24	336	COPB	61	LT0108_25_336	1	1	LT0108_25/LT0108_25_336_61.tif
1602	LT0108_25	P21	381	COPB	42	LT0108_25_381	1	1	LT0108_25/LT0108_25_381_42.tif
1603	LT0108_25	P24	384	COPB	41	LT0108_25_384	1	1	LT0108_25/LT0108_25_384_41.tif
1604	LT0108_47	A4	4	ENSG00000149503	41	LT0108_47_4	1	1	LT0108_47/LT0108_47_4_41.tif
1605	LT0108_47	C1	49	ENSG00000149503	55	LT0108_47_49	1	1	LT0108_47/LT0108_47_49_55.tif
1606	LT0108_47	C4	52	ENSG00000149503	55	LT0108_47_52	1	1	LT0108_47/LT0108_47_52_55.tif
1607	LT0108_47	N21	333	COPB	46	LT0108_47_333	1	1	LT0108_47/LT0108_47_333_46.tif
1608	LT0108_47	N24	336	COPB	56	LT0108_47_336	1	1	LT0108_47/LT0108_47_336_56.tif
1609	LT0108_47	P21	381	COPB	35	LT0108_47_381	1	1	LT0108_47/LT0108_47_381_35.tif
1610	LT0108_47	P24	384	COPB	42	LT0108_47_384	1	1	LT0108_47/LT0108_47_384_42.tif
1611	LT0109_13	A4	4	ENSG00000149503	58	LT0109_13_4	1	1	LT0109_13/LT0109_13_4_58.tif
1612	LT0109_13	C1	49	ENSG00000149503	56	LT0109_13_49	1	1	LT0109_13/LT0109_13_49_56.tif
1613	LT0109_13	C4	52	ENSG00000149503	44	LT0109_13_52	1	1	LT0109_13/LT0109_13_52_44.tif
1614	LT0109_13	N21	333	COPB	37	LT0109_13_333	1	1	LT0109_13/LT0109_13_333_37.tif
1615	LT0109_13	N24	336	COPB	33	LT0109_13_336	1	1	LT0109_13/LT0109_13_336_33.tif
1616	LT0109_13	P21	381	COPB	34	LT0109_13_381	1	1	LT0109_13/LT0109_13_381_34.tif
1617	LT0109_13	P24	384	COPB	60	LT0109_13_384	1	1	LT0109_13/LT0109_13_384_60.tif
1618	LT0109_38	A4	4	ENSG00000149503	41	LT0109_38_4	1	1	LT0109_38/LT0109_38_4_41.tif
1619	LT0109_38	C1	49	ENSG00000149503	35	LT0109_38_49	1	1	LT0109_38/LT0109_38_49_35.tif
1620	LT0109_38	C4	52	ENSG00000149503	59	LT0109_38_52	1	1	LT0109_38/LT0109_38_52_59.tif
1621	LT0109_38	N21	333	COPB	34	LT0109_38_333	1	1	LT0109_38/LT0109_38_333_34.tif
1622	LT0109_38	N24	336	COPB	36	LT0109_38_336	1	1	LT0109_38/LT0109_38_336_36.tif
1623	LT0109_38	P21	381	COPB	49	LT0109_38_381	1	1	LT0109_38/LT0109_38_381_49.tif
1624	LT0109_38	P24	384	COPB	37	LT0109_38_384	1	1	LT0109_38/LT0109_38_384_37.tif
1625	LT0109_45	A4	4	ENSG00000149503	44	LT0109_45_4	1	1	LT0109_45/LT0109_45_4_44.tif
1626	LT0109_45	C1	49	ENSG00000149503	45	LT0109_45_49	1	1	LT0109_45/LT0109_45_49_45.tif
1627	LT0109_45	C4	52	ENSG00000149503	45	LT0109_45_52	1	1	LT0109_45/LT0109_45_52_45.tif
1628	LT0109_45	N21	333	COPB	40	LT0109_45_333	1	1	LT0109_45/LT0109_45_333_40.tif
1629	LT0109_45	N24	336	COPB	37	LT0109_45_336	1	1	LT0109_45/LT0109_45_336_37.tif
1630	LT0109_45	P21	381	COPB	58	LT0109_45_381	1	1	LT0109_45/LT0109_45_381_58.tif
1631	LT0109_45	P24	384	COPB	47	LT0109_45_384	1	1	LT0109_45/LT0109_45_384_47.tif
1632	LT0110_01	A4	4	ENSG00000149503	51	LT0110_01_4	1	1	LT0110_01/LT0110_01_4_51.tif
1633	LT0110_01	C1	49	ENSG00000149503	54	LT0110_01_49	1	1	LT0110_01/LT0110_01_49_54.tif
1634	LT0110_01	C4	52	ENSG00000149503	62	LT0110_01_52	1	1	LT0110_01/LT0110_01_52_62.tif
1635	LT0110_01	N21	333	COPB	34	LT0110_01_333	1	1	LT0110_01/LT0110_01_333_34.tif
1636	LT0110_01	N24	336	COPB	38	LT0110_01_336	1	1	LT0110_01/LT0110_01_336_38.tif
1637	LT0110_01	P21	381	COPB	37	LT0110_01_381	1	1	LT0110_01/LT0110_01_381_37.tif
1638	LT0110_01	P24	384	COPB	52	LT0110_01_384	1	1	LT0110_01/LT0110_01_384_52.tif
1639	LT0110_07	A4	4	ENSG00000149503	31	LT0110_07_4	1	1	LT0110_07/LT0110_07_4_31.tif
1640	LT0110_07	C1	49	ENSG00000149503	49	LT0110_07_49	1	1	LT0110_07/LT0110_07_49_49.tif
1641	LT0110_07	C4	52	ENSG00000149503	57	LT0110_07_52	1	1	LT0110_07/LT0110_07_52_57.tif
1642	LT0110_07	N21	333	COPB	40	LT0110_07_333	1	1	LT0110_07/LT0110_07_333_40.tif
1643	LT0110_07	N24	336	COPB	40	LT0110_07_336	1	1	LT0110_07/LT0110_07_336_40.tif
1644	LT0110_07	P21	381	COPB	59	LT0110_07_381	1	1	LT0110_07/LT0110_07_381_59.tif
1645	LT0110_07	P24	384	COPB	34	LT0110_07_384	1	1	LT0110_07/LT0110_07_384_34.tif
1646	LT0110_09	A4	4	ENSG00000149503	49	LT0110_09_4	1	1	LT0110_09/LT0110_09_4_49.tif
1647	LT0110_09	C1	49	ENSG00000149503	52	LT0110_09_49	1	1	LT0110_09/LT0110_09_49_52.tif
1648	LT0110_09	C4	52	ENSG00000149503	46	LT0110_09_52	1	1	LT0110_09/LT0110_09_52_46.tif
1649	LT0110_09	N21	333	COPB	32	LT0110_09_333	1	1	LT0110_09/LT0110_09_333_32.tif
1650	LT0110_09	N24	336	COPB	38	LT0110_09_336	1	1	LT0110_09/LT0110_09_336_38.tif
1651	LT0110_09	P21	381	COPB	56	LT0110_09_381	1	1	LT0110_09/LT0110_09_381_56.tif
1652	LT0110_09	P24	384	COPB	39	LT0110_09_384	1	1	LT0110_09/LT0110_09_384_39.tif
1653	LT0111_08	A4	4	ENSG00000149503	38	LT0111_08_4	1	1	LT0111_08/LT0111_08_4_38.tif
1654	LT0111_08	C1	49	ENSG00000149503	50	LT0111_08_49	1	1	LT0111_08/LT0111_08_49_50.tif
1655	LT0111_08	C4	52	ENSG00000149503	32	LT0111_08_52	1	1	LT0111_08/LT0111_08_52_32.tif
1656	LT0111_08	N21	333	COPB	38	LT0111_08_333	1	1	LT0111_08/LT0111_08_333_38.tif
1657	LT0111_08	P21	381	COPB	61	LT0111_08_381	1	1	LT0111_08/LT0111_08_381_61.tif
1658	LT0111_08	P24	384	COPB	34	LT0111_08_384	1	1	LT0111_08/LT0111_08_384_34.tif
1659	LT0111_27	A4	4	ENSG00000149503	60	LT0111_27_4	1	1	LT0111_27/LT0111_27_4_60.tif
1660	LT0111_27	C1	49	ENSG00000149503	38	LT0111_27_49	1	1	LT0111_27/LT0111_27_49_38.tif
1661	LT0111_27	C4	52	ENSG00000149503	60	LT0111_27_52	1	1	LT0111_27/LT0111_27_52_60.tif
1662	LT0111_27	N21	333	COPB	58	LT0111_27_333	1	1	LT0111_27/LT0111_27_333_58.tif
1663	LT0111_27	N24	336	COPB	40	LT0111_27_336	1	1	LT0111_27/LT0111_27_336_40.tif
1664	LT0111_27	P21	381	COPB	58	LT0111_27_381	1	1	LT0111_27/LT0111_27_381_58.tif
1665	LT0111_27	P24	384	COPB	50	LT0111_27_384	1	1	LT0111_27/LT0111_27_384_50.tif
1666	LT0111_44	A4	4	ENSG00000149503	39	LT0111_44_4	1	1	LT0111_44/LT0111_44_4_39.tif
1667	LT0111_44	C1	49	ENSG00000149503	57	LT0111_44_49	1	1	LT0111_44/LT0111_44_49_57.tif
1668	LT0111_44	C4	52	ENSG00000149503	38	LT0111_44_52	1	1	LT0111_44/LT0111_44_52_38.tif
1669	LT0111_44	N21	333	COPB	35	LT0111_44_333	1	1	LT0111_44/LT0111_44_333_35.tif
1670	LT0111_44	N24	336	COPB	44	LT0111_44_336	1	1	LT0111_44/LT0111_44_336_44.tif
1671	LT0111_44	P21	381	COPB	61	LT0111_44_381	1	1	LT0111_44/LT0111_44_381_61.tif
1672	LT0111_44	P24	384	COPB	40	LT0111_44_384	1	1	LT0111_44/LT0111_44_384_40.tif
1673	LT0112_01	A4	4	ENSG00000149503	46	LT0112_01_4	1	1	LT0112_01/LT0112_01_4_46.tif
1674	LT0112_01	C1	49	ENSG00000149503	55	LT0112_01_49	1	1	LT0112_01/LT0112_01_49_55.tif
1675	LT0112_01	C4	52	ENSG00000149503	45	LT0112_01_52	1	1	LT0112_01/LT0112_01_52_45.tif
1676	LT0112_01	N21	333	COPB	56	LT0112_01_333	1	1	LT0112_01/LT0112_01_333_56.tif
1677	LT0112_01	N24	336	COPB	57	LT0112_01_336	1	1	LT0112_01/LT0112_01_336_57.tif
1678	LT0112_01	P21	381	COPB	52	LT0112_01_381	1	1	LT0112_01/LT0112_01_381_52.tif
1679	LT0112_01	P24	384	COPB	53	LT0112_01_384	1	1	LT0112_01/LT0112_01_384_53.tif
1680	LT0112_35	A4	4	ENSG00000149503	31	LT0112_35_4	1	1	LT0112_35/LT0112_35_4_31.tif
1681	LT0112_35	C1	49	ENSG00000149503	50	LT0112_35_49	1	1	LT0112_35/LT0112_35_49_50.tif
1682	LT0112_35	C4	52	ENSG00000149503	50	LT0112_35_52	1	1	LT0112_35/LT0112_35_52_50.tif
1683	LT0112_35	N21	333	COPB	52	LT0112_35_333	1	1	LT0112_35/LT0112_35_333_52.tif
1684	LT0112_35	N24	336	COPB	58	LT0112_35_336	1	1	LT0112_35/LT0112_35_336_58.tif
1685	LT0112_35	P21	381	COPB	32	LT0112_35_381	1	1	LT0112_35/LT0112_35_381_32.tif
1686	LT0112_35	P24	384	COPB	39	LT0112_35_384	1	1	LT0112_35/LT0112_35_384_39.tif
1687	LT0112_36	A4	4	ENSG00000149503	45	LT0112_36_4	1	1	LT0112_36/LT0112_36_4_45.tif
1688	LT0112_36	C1	49	ENSG00000149503	41	LT0112_36_49	1	1	LT0112_36/LT0112_36_49_41.tif
1689	LT0112_36	C4	52	ENSG00000149503	52	LT0112_36_52	1	1	LT0112_36/LT0112_36_52_52.tif
1690	LT0112_36	N21	333	COPB	61	LT0112_36_333	1	1	LT0112_36/LT0112_36_333_61.tif
1691	LT0112_36	N24	336	COPB	46	LT0112_36_336	1	1	LT0112_36/LT0112_36_336_46.tif
1692	LT0112_36	P21	381	COPB	49	LT0112_36_381	1	1	LT0112_36/LT0112_36_381_49.tif
1693	LT0112_36	P24	384	COPB	34	LT0112_36_384	1	1	LT0112_36/LT0112_36_384_34.tif
1694	LT0113_01	A4	4	ENSG00000149503	57	LT0113_01_4	1	1	LT0113_01/LT0113_01_4_57.tif
1695	LT0113_01	C1	49	ENSG00000149503	34	LT0113_01_49	1	1	LT0113_01/LT0113_01_49_34.tif
1696	LT0113_01	C4	52	ENSG00000149503	62	LT0113_01_52	1	1	LT0113_01/LT0113_01_52_62.tif
1697	LT0113_01	N21	333	COPB	60	LT0113_01_333	1	1	LT0113_01/LT0113_01_333_60.tif
1698	LT0113_01	N24	336	COPB	38	LT0113_01_336	1	1	LT0113_01/LT0113_01_336_38.tif
1699	LT0113_01	P21	381	COPB	53	LT0113_01_381	1	1	LT0113_01/LT0113_01_381_53.tif
1700	LT0113_01	P24	384	COPB	55	LT0113_01_384	1	1	LT0113_01/LT0113_01_384_55.tif
1701	LT0113_15	A4	4	ENSG00000149503	54	LT0113_15_4	1	1	LT0113_15/LT0113_15_4_54.tif
1702	LT0113_15	C1	49	ENSG00000149503	41	LT0113_15_49	1	1	LT0113_15/LT0113_15_49_41.tif
1703	LT0113_15	C4	52	ENSG00000149503	41	LT0113_15_52	1	1	LT0113_15/LT0113_15_52_41.tif
1704	LT0113_15	N21	333	COPB	39	LT0113_15_333	1	1	LT0113_15/LT0113_15_333_39.tif
1705	LT0113_15	N24	336	COPB	62	LT0113_15_336	1	1	LT0113_15/LT0113_15_336_62.tif
1706	LT0113_15	P21	381	COPB	43	LT0113_15_381	1	1	LT0113_15/LT0113_15_381_43.tif
1707	LT0113_15	P24	384	COPB	49	LT0113_15_384	1	1	LT0113_15/LT0113_15_384_49.tif
1708	LT0113_18	A4	4	ENSG00000149503	38	LT0113_18_4	1	1	LT0113_18/LT0113_18_4_38.tif
1709	LT0113_18	C1	49	ENSG00000149503	54	LT0113_18_49	1	1	LT0113_18/LT0113_18_49_54.tif
1710	LT0113_18	C4	52	ENSG00000149503	39	LT0113_18_52	1	1	LT0113_18/LT0113_18_52_39.tif
1711	LT0113_18	N21	333	COPB	60	LT0113_18_333	1	1	LT0113_18/LT0113_18_333_60.tif
1712	LT0113_18	N24	336	COPB	54	LT0113_18_336	1	1	LT0113_18/LT0113_18_336_54.tif
1713	LT0113_18	P21	381	COPB	45	LT0113_18_381	1	1	LT0113_18/LT0113_18_381_45.tif
1714	LT0113_18	P24	384	COPB	33	LT0113_18_384	1	1	LT0113_18/LT0113_18_384_33.tif
1715	LT0114_31	A4	4	ENSG00000149503	61	LT0114_31_4	1	1	LT0114_31/LT0114_31_4_61.tif
1716	LT0114_31	C1	49	ENSG00000149503	58	LT0114_31_49	1	1	LT0114_31/LT0114_31_49_58.tif
1717	LT0114_31	C4	52	ENSG00000149503	34	LT0114_31_52	1	1	LT0114_31/LT0114_31_52_34.tif
1718	LT0114_31	N21	333	COPB	54	LT0114_31_333	1	1	LT0114_31/LT0114_31_333_54.tif
1719	LT0114_31	N24	336	COPB	47	LT0114_31_336	1	1	LT0114_31/LT0114_31_336_47.tif
1720	LT0114_31	P21	381	COPB	41	LT0114_31_381	1	1	LT0114_31/LT0114_31_381_41.tif
1721	LT0114_34	A4	4	ENSG00000149503	35	LT0114_34_4	1	1	LT0114_34/LT0114_34_4_35.tif
1722	LT0114_34	C1	49	ENSG00000149503	47	LT0114_34_49	1	1	LT0114_34/LT0114_34_49_47.tif
1723	LT0114_34	C4	52	ENSG00000149503	46	LT0114_34_52	1	1	LT0114_34/LT0114_34_52_46.tif
1724	LT0114_34	N21	333	COPB	55	LT0114_34_333	1	1	LT0114_34/LT0114_34_333_55.tif
1725	LT0114_34	N24	336	COPB	61	LT0114_34_336	1	1	LT0114_34/LT0114_34_336_61.tif
1726	LT0114_34	P21	381	COPB	61	LT0114_34_381	1	1	LT0114_34/LT0114_34_381_61.tif
1727	LT0114_34	P24	384	COPB	41	LT0114_34_384	1	1	LT0114_34/LT0114_34_384_41.tif
1728	LT0114_59	A4	4	ENSG00000149503	56	LT0114_59_4	1	1	LT0114_59/LT0114_59_4_56.tif
1729	LT0114_59	C1	49	ENSG00000149503	57	LT0114_59_49	1	1	LT0114_59/LT0114_59_49_57.tif
1730	LT0114_59	C4	52	ENSG00000149503	51	LT0114_59_52	1	1	LT0114_59/LT0114_59_52_51.tif
1731	LT0114_59	N21	333	COPB	33	LT0114_59_333	1	1	LT0114_59/LT0114_59_333_33.tif
1732	LT0114_59	N24	336	COPB	44	LT0114_59_336	1	1	LT0114_59/LT0114_59_336_44.tif
1733	LT0114_59	P21	381	COPB	46	LT0114_59_381	1	1	LT0114_59/LT0114_59_381_46.tif
1734	LT0114_59	P24	384	COPB	54	LT0114_59_384	1	1	LT0114_59/LT0114_59_384_54.tif
1735	LT0114_62	A4	4	ENSG00000149503	39	LT0114_62_4	1	1	LT0114_62/LT0114_62_4_39.tif
1736	LT0114_62	C1	49	ENSG00000149503	34	LT0114_62_49	1	1	LT0114_62/LT0114_62_49_34.tif
1737	LT0114_62	N21	333	COPB	51	LT0114_62_333	1	1	LT0114_62/LT0114_62_333_51.tif
1738	LT0114_62	N24	336	COPB	47	LT0114_62_336	1	1	LT0114_62/LT0114_62_336_47.tif
1739	LT0114_62	P21	381	COPB	54	LT0114_62_381	1	1	LT0114_62/LT0114_62_381_54.tif
1740	LT0114_62	P24	384	COPB	46	LT0114_62_384	1	1	LT0114_62/LT0114_62_384_46.tif
1741	LT0115_01	A4	4	ENSG00000149503	57	LT0115_01_4	1	1	LT0115_01/LT0115_01_4_57.tif
1742	LT0115_01	C1	49	ENSG00000149503	45	LT0115_01_49	1	1	LT0115_01/LT0115_01_49_45.tif
1743	LT0115_01	C4	52	ENSG00000149503	54	LT0115_01_52	1	1	LT0115_01/LT0115_01_52_54.tif
1744	LT0115_01	N21	333	COPB	56	LT0115_01_333	1	1	LT0115_01/LT0115_01_333_56.tif
1745	LT0115_01	N24	336	COPB	55	LT0115_01_336	1	1	LT0115_01/LT0115_01_336_55.tif
1746	LT0115_01	P21	381	COPB	54	LT0115_01_381	1	1	LT0115_01/LT0115_01_381_54.tif
1747	LT0115_01	P24	384	COPB	48	LT0115_01_384	1	1	LT0115_01/LT0115_01_384_48.tif
1748	LT0115_21	A4	4	ENSG00000149503	51	LT0115_21_4	1	1	LT0115_21/LT0115_21_4_51.tif
1749	LT0115_21	C1	49	ENSG00000149503	55	LT0115_21_49	1	1	LT0115_21/LT0115_21_49_55.tif
1750	LT0115_21	C4	52	ENSG00000149503	46	LT0115_21_52	1	1	LT0115_21/LT0115_21_52_46.tif
1751	LT0115_21	N21	333	COPB	34	LT0115_21_333	1	1	LT0115_21/LT0115_21_333_34.tif
1752	LT0115_21	N24	336	COPB	40	LT0115_21_336	1	1	LT0115_21/LT0115_21_336_40.tif
1753	LT0115_21	P21	381	COPB	45	LT0115_21_381	1	1	LT0115_21/LT0115_21_381_45.tif
1754	LT0115_21	P24	384	COPB	51	LT0115_21_384	1	1	LT0115_21/LT0115_21_384_51.tif
1755	LT0115_23	A4	4	ENSG00000149503	33	LT0115_23_4	1	1	LT0115_23/LT0115_23_4_33.tif
1756	LT0115_23	C1	49	ENSG00000149503	61	LT0115_23_49	1	1	LT0115_23/LT0115_23_49_61.tif
1757	LT0115_23	C4	52	ENSG00000149503	43	LT0115_23_52	1	1	LT0115_23/LT0115_23_52_43.tif
1758	LT0115_23	N21	333	COPB	56	LT0115_23_333	1	1	LT0115_23/LT0115_23_333_56.tif
1759	LT0115_23	N24	336	COPB	31	LT0115_23_336	1	1	LT0115_23/LT0115_23_336_31.tif
1760	LT0115_23	P21	381	COPB	32	LT0115_23_381	1	1	LT0115_23/LT0115_23_381_32.tif
1761	LT0115_23	P24	384	COPB	33	LT0115_23_384	1	1	LT0115_23/LT0115_23_384_33.tif
1762	LT0116_01	A4	4	ENSG00000149503	44	LT0116_01_4	1	1	LT0116_01/LT0116_01_4_44.tif
1763	LT0116_01	C1	49	ENSG00000149503	42	LT0116_01_49	1	1	LT0116_01/LT0116_01_49_42.tif
1764	LT0116_01	C4	52	ENSG00000149503	57	LT0116_01_52	1	1	LT0116_01/LT0116_01_52_57.tif
1765	LT0116_01	N21	333	COPB	55	LT0116_01_333	1	1	LT0116_01/LT0116_01_333_55.tif
1766	LT0116_01	N24	336	COPB	50	LT0116_01_336	1	1	LT0116_01/LT0116_01_336_50.tif
1767	LT0116_01	P21	381	COPB	53	LT0116_01_381	1	1	LT0116_01/LT0116_01_381_53.tif
1768	LT0116_01	P24	384	COPB	42	LT0116_01_384	1	1	LT0116_01/LT0116_01_384_42.tif
1769	LT0116_43	A4	4	ENSG00000149503	59	LT0116_43_4	1	1	LT0116_43/LT0116_43_4_59.tif
1770	LT0116_43	C1	49	ENSG00000149503	40	LT0116_43_49	1	1	LT0116_43/LT0116_43_49_40.tif
1771	LT0116_43	C4	52	ENSG00000149503	46	LT0116_43_52	1	1	LT0116_43/LT0116_43_52_46.tif
1772	LT0116_43	N21	333	COPB	44	LT0116_43_333	1	1	LT0116_43/LT0116_43_333_44.tif
1773	LT0116_43	N24	336	COPB	54	LT0116_43_336	1	1	LT0116_43/LT0116_43_336_54.tif
1774	LT0116_43	P21	381	COPB	39	LT0116_43_381	1	1	LT0116_43/LT0116_43_381_39.tif
1775	LT0116_43	P24	384	COPB	58	LT0116_43_384	1	1	LT0116_43/LT0116_43_384_58.tif
1776	LT0116_47	A4	4	ENSG00000149503	62	LT0116_47_4	1	1	LT0116_47/LT0116_47_4_62.tif
1777	LT0116_47	C1	49	ENSG00000149503	37	LT0116_47_49	1	1	LT0116_47/LT0116_47_49_37.tif
1778	LT0116_47	C4	52	ENSG00000149503	56	LT0116_47_52	1	1	LT0116_47/LT0116_47_52_56.tif
1779	LT0116_47	N21	333	COPB	46	LT0116_47_333	1	1	LT0116_47/LT0116_47_333_46.tif
1780	LT0116_47	N24	336	COPB	56	LT0116_47_336	1	1	LT0116_47/LT0116_47_336_56.tif
