	Plate	Well	Well Number	Original Gene Target	Frames	Plate_Map_Name	Gene_Replicate	Site	DNA
664	LT0067_02	C4	52	ENSG00000149503	31	LT0067_02_52	1	1	LT0067_02/LT0067_02_52_31.tif
665	LT0067_02	N21	333	COPB	59	LT0067_02_333	1	1	LT0067_02/LT0067_02_333_59.tif
666	LT0067_02	N24	336	COPB	42	LT0067_02_336	1	1	LT0067_02/LT0067_02_336_42.tif
667	LT0067_02	P21	381	COPB	43	LT0067_02_381	1	1	LT0067_02/LT0067_02_381_43.tif
668	LT0067_02	P24	384	COPB	62	LT0067_02_384	1	1	LT0067_02/LT0067_02_384_62.tif
669	LT0067_07	A4	4	ENSG00000149503	42	LT0067_07_4	1	1	LT0067_07/LT0067_07_4_42.tif
670	LT0067_07	C1	49	ENSG00000149503	34	LT0067_07_49	1	1	LT0067_07/LT0067_07_49_34.tif
671	LT0067_07	C4	52	ENSG00000149503	43	LT0067_07_52	1	1	LT0067_07/LT0067_07_52_43.tif
672	LT0067_07	N21	333	COPB	55	LT0067_07_333	1	1	LT0067_07/LT0067_07_333_55.tif
673	LT0067_07	N24	336	COPB	61	LT0067_07_336	1	1	LT0067_07/LT0067_07_336_61.tif
674	LT0067_07	P21	381	COPB	46	LT0067_07_381	1	1	LT0067_07/LT0067_07_381_46.tif
675	LT0067_07	P24	384	COPB	52	LT0067_07_384	1	1	LT0067_07/LT0067_07_384_52.tif
676	LT0067_11	A4	4	ENSG00000149503	50	LT0067_11_4	1	1	LT0067_11/LT0067_11_4_50.tif
677	LT0067_11	C1	49	ENSG00000149503	44	LT0067_11_49	1	1	LT0067_11/LT0067_11_49_44.tif
678	LT0067_11	C4	52	ENSG00000149503	32	LT0067_11_52	1	1	LT0067_11/LT0067_11_52_32.tif
679	LT0067_11	N21	333	COPB	35	LT0067_11_333	1	1	LT0067_11/LT0067_11_333_35.tif
680	LT0067_11	N24	336	COPB	38	LT0067_11_336	1	1	LT0067_11/LT0067_11_336_38.tif
681	LT0067_11	P21	381	COPB	59	LT0067_11_381	1	1	LT0067_11/LT0067_11_381_59.tif
682	LT0067_11	P24	384	COPB	34	LT0067_11_384	1	1	LT0067_11/LT0067_11_384_34.tif
683	LT0067_37	A4	4	ENSG00000149503	33	LT0067_37_4	1	1	LT0067_37/LT0067_37_4_33.tif
684	LT0067_37	C1	49	ENSG00000149503	33	LT0067_37_49	1	1	LT0067_37/LT0067_37_49_33.tif
685	LT0067_37	C4	52	ENSG00000149503	41	LT0067_37_52	1	1	LT0067_37/LT0067_37_52_41.tif
686	LT0067_37	N21	333	COPB	45	LT0067_37_333	1	1	LT0067_37/LT0067_37_333_45.tif
687	LT0067_37	N24	336	COPB	49	LT0067_37_336	1	1	LT0067_37/LT0067_37_336_49.tif
688	LT0067_37	P21	381	COPB	37	LT0067_37_381	1	1	LT0067_37/LT0067_37_381_37.tif
689	LT0067_37	P24	384	COPB	37	LT0067_37_384	1	1	LT0067_37/LT0067_37_384_37.tif
690	LT0068_01	A4	4	ENSG00000149503	57	LT0068_01_4	1	1	LT0068_01/LT0068_01_4_57.tif
691	LT0068_01	C1	49	ENSG00000149503	47	LT0068_01_49	1	1	LT0068_01/LT0068_01_49_47.tif
692	LT0068_01	C4	52	ENSG00000149503	57	LT0068_01_52	1	1	LT0068_01/LT0068_01_52_57.tif
693	LT0068_01	N21	333	COPB	48	LT0068_01_333	1	1	LT0068_01/LT0068_01_333_48.tif
694	LT0068_01	N24	336	COPB	61	LT0068_01_336	1	1	LT0068_01/LT0068_01_336_61.tif
695	LT0068_01	P21	381	COPB	36	LT0068_01_381	1	1	LT0068_01/LT0068_01_381_36.tif
696	LT0068_01	P24	384	COPB	57	LT0068_01_384	1	1	LT0068_01/LT0068_01_384_57.tif
697	LT0068_43	A4	4	ENSG00000149503	37	LT0068_43_4	1	1	LT0068_43/LT0068_43_4_37.tif
698	LT0068_43	C1	49	ENSG00000149503	58	LT0068_43_49	1	1	LT0068_43/LT0068_43_49_58.tif
699	LT0068_43	C4	52	ENSG00000149503	52	LT0068_43_52	1	1	LT0068_43/LT0068_43_52_52.tif
700	LT0068_43	N21	333	COPB	39	LT0068_43_333	1	1	LT0068_43/LT0068_43_333_39.tif
701	LT0068_43	N24	336	COPB	39	LT0068_43_336	1	1	LT0068_43/LT0068_43_336_39.tif
702	LT0068_43	P21	381	COPB	36	LT0068_43_381	1	1	LT0068_43/LT0068_43_381_36.tif
703	LT0068_43	P24	384	COPB	36	LT0068_43_384	1	1	LT0068_43/LT0068_43_384_36.tif
704	LT0068_45	A4	4	ENSG00000149503	38	LT0068_45_4	1	1	LT0068_45/LT0068_45_4_38.tif
705	LT0068_45	C1	49	ENSG00000149503	45	LT0068_45_49	1	1	LT0068_45/LT0068_45_49_45.tif
706	LT0068_45	C4	52	ENSG00000149503	36	LT0068_45_52	1	1	LT0068_45/LT0068_45_52_36.tif
707	LT0068_45	N21	333	COPB	40	LT0068_45_333	1	1	LT0068_45/LT0068_45_333_40.tif
708	LT0068_45	N24	336	COPB	45	LT0068_45_336	1	1	LT0068_45/LT0068_45_336_45.tif
709	LT0068_45	P21	381	COPB	32	LT0068_45_381	1	1	LT0068_45/LT0068_45_381_32.tif
710	LT0068_45	P24	384	COPB	58	LT0068_45_384	1	1	LT0068_45/LT0068_45_384_58.tif
711	LT0069_41	A4	4	ENSG00000149503	50	LT0069_41_4	1	1	LT0069_41/LT0069_41_4_50.tif
712	LT0069_41	C1	49	ENSG00000149503	44	LT0069_41_49	1	1	LT0069_41/LT0069_41_49_44.tif
713	LT0069_41	C4	52	ENSG00000149503	61	LT0069_41_52	1	1	LT0069_41/LT0069_41_52_61.tif
714	LT0069_41	N21	333	COPB	42	LT0069_41_333	1	1	LT0069_41/LT0069_41_333_42.tif
715	LT0069_41	N24	336	COPB	45	LT0069_41_336	1	1	LT0069_41/LT0069_41_336_45.tif
716	LT0069_41	P21	381	COPB	40	LT0069_41_381	1	1	LT0069_41/LT0069_41_381_40.tif
717	LT0069_41	P24	384	COPB	34	LT0069_41_384	1	1	LT0069_41/LT0069_41_384_34.tif
718	LT0069_45	A4	4	ENSG00000149503	34	LT0069_45_4	1	1	LT0069_45/LT0069_45_4_34.tif
719	LT0069_45	C1	49	ENSG00000149503	34	LT0069_45_49	1	1	LT0069_45/LT0069_45_49_34.tif
720	LT0069_45	C4	52	ENSG00000149503	53	LT0069_45_52	1	1	LT0069_45/LT0069_45_52_53.tif
721	LT0069_45	N21	333	COPB	32	LT0069_45_333	1	1	LT0069_45/LT0069_45_333_32.tif
722	LT0069_45	N24	336	COPB	62	LT0069_45_336	1	1	LT0069_45/LT0069_45_336_62.tif
723	LT0069_45	P21	381	COPB	34	LT0069_45_381	1	1	LT0069_45/LT0069_45_381_34.tif
724	LT0069_45	P24	384	COPB	47	LT0069_45_384	1	1	LT0069_45/LT0069_45_384_47.tif
725	LT0069_51	A4	4	ENSG00000149503	59	LT0069_51_4	1	1	LT0069_51/LT0069_51_4_59.tif
726	LT0069_51	C1	49	ENSG00000149503	36	LT0069_51_49	1	1	LT0069_51/LT0069_51_49_36.tif
727	LT0069_51	C4	52	ENSG00000149503	31	LT0069_51_52	1	1	LT0069_51/LT0069_51_52_31.tif
728	LT0069_51	N21	333	COPB	36	LT0069_51_333	1	1	LT0069_51/LT0069_51_333_36.tif
729	LT0069_51	N24	336	COPB	60	LT0069_51_336	1	1	LT0069_51/LT0069_51_336_60.tif
730	LT0069_51	P21	381	COPB	49	LT0069_51_381	1	1	LT0069_51/LT0069_51_381_49.tif
731	LT0069_51	P24	384	COPB	45	LT0069_51_384	1	1	LT0069_51/LT0069_51_384_45.tif
732	LT0069_52	A4	4	ENSG00000149503	38	LT0069_52_4	1	1	LT0069_52/LT0069_52_4_38.tif
733	LT0069_52	C1	49	ENSG00000149503	37	LT0069_52_49	1	1	LT0069_52/LT0069_52_49_37.tif
734	LT0069_52	C4	52	ENSG00000149503	59	LT0069_52_52	1	1	LT0069_52/LT0069_52_52_59.tif
735	LT0069_52	N21	333	COPB	51	LT0069_52_333	1	1	LT0069_52/LT0069_52_333_51.tif
736	LT0069_52	N24	336	COPB	41	LT0069_52_336	1	1	LT0069_52/LT0069_52_336_41.tif
737	LT0069_52	P21	381	COPB	31	LT0069_52_381	1	1	LT0069_52/LT0069_52_381_31.tif
738	LT0069_52	P24	384	COPB	45	LT0069_52_384	1	1	LT0069_52/LT0069_52_384_45.tif
739	LT0070_39	A4	4	ENSG00000149503	62	LT0070_39_4	1	1	LT0070_39/LT0070_39_4_62.tif
740	LT0070_39	C1	49	ENSG00000149503	58	LT0070_39_49	1	1	LT0070_39/LT0070_39_49_58.tif
741	LT0070_39	N21	333	COPB	60	LT0070_39_333	1	1	LT0070_39/LT0070_39_333_60.tif
742	LT0070_39	N24	336	COPB	49	LT0070_39_336	1	1	LT0070_39/LT0070_39_336_49.tif
743	LT0070_39	P21	381	COPB	35	LT0070_39_381	1	1	LT0070_39/LT0070_39_381_35.tif
744	LT0070_39	P24	384	COPB	60	LT0070_39_384	1	1	LT0070_39/LT0070_39_384_60.tif
745	LT0070_40	A4	4	ENSG00000149503	55	LT0070_40_4	1	1	LT0070_40/LT0070_40_4_55.tif
746	LT0070_40	C1	49	ENSG00000149503	38	LT0070_40_49	1	1	LT0070_40/LT0070_40_49_38.tif
747	LT0070_40	C4	52	ENSG00000149503	59	LT0070_40_52	1	1	LT0070_40/LT0070_40_52_59.tif
748	LT0070_40	N21	333	COPB	53	LT0070_40_333	1	1	LT0070_40/LT0070_40_333_53.tif
749	LT0070_40	N24	336	COPB	60	LT0070_40_336	1	1	LT0070_40/LT0070_40_336_60.tif
750	LT0070_40	P21	381	COPB	54	LT0070_40_381	1	1	LT0070_40/LT0070_40_381_54.tif
751	LT0070_40	P24	384	COPB	38	LT0070_40_384	1	1	LT0070_40/LT0070_40_384_38.tif
752	LT0070_41	A4	4	ENSG00000149503	57	LT0070_41_4	1	1	LT0070_41/LT0070_41_4_57.tif
753	LT0070_41	C1	49	ENSG00000149503	58	LT0070_41_49	1	1	LT0070_41/LT0070_41_49_58.tif
754	LT0070_41	C4	52	ENSG00000149503	59	LT0070_41_52	1	1	LT0070_41/LT0070_41_52_59.tif
755	LT0070_41	N21	333	COPB	41	LT0070_41_333	1	1	LT0070_41/LT0070_41_333_41.tif
756	LT0070_41	P21	381	COPB	43	LT0070_41_381	1	1	LT0070_41/LT0070_41_381_43.tif
757	LT0070_41	P24	384	COPB	48	LT0070_41_384	1	1	LT0070_41/LT0070_41_384_48.tif
758	LT0071_02	A4	4	ENSG00000149503	38	LT0071_02_4	1	1	LT0071_02/LT0071_02_4_38.tif
759	LT0071_02	C1	49	ENSG00000149503	58	LT0071_02_49	1	1	LT0071_02/LT0071_02_49_58.tif
760	LT0071_02	C4	52	ENSG00000149503	38	LT0071_02_52	1	1	LT0071_02/LT0071_02_52_38.tif
761	LT0071_02	N21	333	COPB	59	LT0071_02_333	1	1	LT0071_02/LT0071_02_333_59.tif
762	LT0071_02	N24	336	COPB	50	LT0071_02_336	1	1	LT0071_02/LT0071_02_336_50.tif
763	LT0071_02	P21	381	COPB	55	LT0071_02_381	1	1	LT0071_02/LT0071_02_381_55.tif
764	LT0071_02	P24	384	COPB	50	LT0071_02_384	1	1	LT0071_02/LT0071_02_384_50.tif
765	LT0071_44	A4	4	ENSG00000149503	31	LT0071_44_4	1	1	LT0071_44/LT0071_44_4_31.tif
766	LT0071_44	C1	49	ENSG00000149503	43	LT0071_44_49	1	1	LT0071_44/LT0071_44_49_43.tif
767	LT0071_44	C4	52	ENSG00000149503	61	LT0071_44_52	1	1	LT0071_44/LT0071_44_52_61.tif
768	LT0071_44	N24	336	COPB	37	LT0071_44_336	1	1	LT0071_44/LT0071_44_336_37.tif
769	LT0071_44	P21	381	COPB	50	LT0071_44_381	1	1	LT0071_44/LT0071_44_381_50.tif
770	LT0071_44	P24	384	COPB	31	LT0071_44_384	1	1	LT0071_44/LT0071_44_384_31.tif
771	LT0071_45	A4	4	ENSG00000149503	61	LT0071_45_4	1	1	LT0071_45/LT0071_45_4_61.tif
772	LT0071_45	C1	49	ENSG00000149503	53	LT0071_45_49	1	1	LT0071_45/LT0071_45_49_53.tif
773	LT0071_45	C4	52	ENSG00000149503	36	LT0071_45_52	1	1	LT0071_45/LT0071_45_52_36.tif
774	LT0071_45	N21	333	COPB	58	LT0071_45_333	1	1	LT0071_45/LT0071_45_333_58.tif
775	LT0071_45	N24	336	COPB	62	LT0071_45_336	1	1	LT0071_45/LT0071_45_336_62.tif
776	LT0071_45	P21	381	COPB	40	LT0071_45_381	1	1	LT0071_45/LT0071_45_381_40.tif
777	LT0071_45	P24	384	COPB	53	LT0071_45_384	1	1	LT0071_45/LT0071_45_384_53.tif
778	LT0072_02	A4	4	ENSG00000149503	43	LT0072_02_4	1	1	LT0072_02/LT0072_02_4_43.tif
779	LT0072_02	C1	49	ENSG00000149503	51	LT0072_02_49	1	1	LT0072_02/LT0072_02_49_51.tif
780	LT0072_02	C4	52	ENSG00000149503	44	LT0072_02_52	1	1	LT0072_02/LT0072_02_52_44.tif
781	LT0072_02	N21	333	COPB	53	LT0072_02_333	1	1	LT0072_02/LT0072_02_333_53.tif
782	LT0072_02	N24	336	COPB	37	LT0072_02_336	1	1	LT0072_02/LT0072_02_336_37.tif
783	LT0072_02	P21	381	COPB	49	LT0072_02_381	1	1	LT0072_02/LT0072_02_381_49.tif
784	LT0072_02	P24	384	COPB	60	LT0072_02_384	1	1	LT0072_02/LT0072_02_384_60.tif
785	LT0072_25	A4	4	ENSG00000149503	60	LT0072_25_4	1	1	LT0072_25/LT0072_25_4_60.tif
786	LT0072_25	C1	49	ENSG00000149503	49	LT0072_25_49	1	1	LT0072_25/LT0072_25_49_49.tif
787	LT0072_25	C4	52	ENSG00000149503	51	LT0072_25_52	1	1	LT0072_25/LT0072_25_52_51.tif
788	LT0072_25	N21	333	COPB	57	LT0072_25_333	1	1	LT0072_25/LT0072_25_333_57.tif
789	LT0072_25	N24	336	COPB	62	LT0072_25_336	1	1	LT0072_25/LT0072_25_336_62.tif
790	LT0072_25	P21	381	COPB	48	LT0072_25_381	1	1	LT0072_25/LT0072_25_381_48.tif
791	LT0072_25	P24	384	COPB	33	LT0072_25_384	1	1	LT0072_25/LT0072_25_384_33.tif
792	LT0072_35	A4	4	ENSG00000149503	50	LT0072_35_4	1	1	LT0072_35/LT0072_35_4_50.tif
793	LT0072_35	C1	49	ENSG00000149503	56	LT0072_35_49	1	1	LT0072_35/LT0072_35_49_56.tif
794	LT0072_35	C4	52	ENSG00000149503	60	LT0072_35_52	1	1	LT0072_35/LT0072_35_52_60.tif
795	LT0072_35	P21	381	COPB	44	LT0072_35_381	1	1	LT0072_35/LT0072_35_381_44.tif
796	LT0072_35	P24	384	COPB	42	LT0072_35_384	1	1	LT0072_35/LT0072_35_384_42.tif
797	LT0072_47	A4	4	ENSG00000149503	50	LT0072_47_4	1	1	LT0072_47/LT0072_47_4_50.tif
798	LT0072_47	C1	49	ENSG00000149503	53	LT0072_47_49	1	1	LT0072_47/LT0072_47_49_53.tif
799	LT0072_47	C4	52	ENSG00000149503	46	LT0072_47_52	1	1	LT0072_47/LT0072_47_52_46.tif
800	LT0072_47	N21	333	COPB	38	LT0072_47_333	1	1	LT0072_47/LT0072_47_333_38.tif
801	LT0072_47	N24	336	COPB	47	LT0072_47_336	1	1	LT0072_47/LT0072_47_336_47.tif
802	LT0072_47	P21	381	COPB	59	LT0072_47_381	1	1	LT0072_47/LT0072_47_381_59.tif
803	LT0072_47	P24	384	COPB	50	LT0072_47_384	1	1	LT0072_47/LT0072_47_384_50.tif
804	LT0073_02	A4	4	ENSG00000149503	58	LT0073_02_4	1	1	LT0073_02/LT0073_02_4_58.tif
805	LT0073_02	C1	49	ENSG00000149503	60	LT0073_02_49	1	1	LT0073_02/LT0073_02_49_60.tif
806	LT0073_02	C4	52	ENSG00000149503	42	LT0073_02_52	1	1	LT0073_02/LT0073_02_52_42.tif
807	LT0073_02	N21	333	COPB	50	LT0073_02_333	1	1	LT0073_02/LT0073_02_333_50.tif
808	LT0073_02	N24	336	COPB	46	LT0073_02_336	1	1	LT0073_02/LT0073_02_336_46.tif
809	LT0073_02	P21	381	COPB	37	LT0073_02_381	1	1	LT0073_02/LT0073_02_381_37.tif
810	LT0073_02	P24	384	COPB	55	LT0073_02_384	1	1	LT0073_02/LT0073_02_384_55.tif
811	LT0073_07	A4	4	ENSG00000149503	57	LT0073_07_4	1	1	LT0073_07/LT0073_07_4_57.tif
812	LT0073_07	C1	49	ENSG00000149503	53	LT0073_07_49	1	1	LT0073_07/LT0073_07_49_53.tif
813	LT0073_07	C4	52	ENSG00000149503	42	LT0073_07_52	1	1	LT0073_07/LT0073_07_52_42.tif
814	LT0073_07	N24	336	COPB	36	LT0073_07_336	1	1	LT0073_07/LT0073_07_336_36.tif
815	LT0073_07	P21	381	COPB	32	LT0073_07_381	1	1	LT0073_07/LT0073_07_381_32.tif
816	LT0073_07	P24	384	COPB	60	LT0073_07_384	1	1	LT0073_07/LT0073_07_384_60.tif
817	LT0073_66	A4	4	ENSG00000149503	46	LT0073_66_4	1	1	LT0073_66/LT0073_66_4_46.tif
818	LT0073_66	C1	49	ENSG00000149503	50	LT0073_66_49	1	1	LT0073_66/LT0073_66_49_50.tif
819	LT0073_66	C4	52	ENSG00000149503	33	LT0073_66_52	1	1	LT0073_66/LT0073_66_52_33.tif
820	LT0073_66	N21	333	COPB	53	LT0073_66_333	1	1	LT0073_66/LT0073_66_333_53.tif
821	LT0073_66	N24	336	COPB	44	LT0073_66_336	1	1	LT0073_66/LT0073_66_336_44.tif
822	LT0073_66	P21	381	COPB	50	LT0073_66_381	1	1	LT0073_66/LT0073_66_381_50.tif
823	LT0073_66	P24	384	COPB	62	LT0073_66_384	1	1	LT0073_66/LT0073_66_384_62.tif
824	LT0073_69	A4	4	ENSG00000149503	41	LT0073_69_4	1	1	LT0073_69/LT0073_69_4_41.tif
825	LT0073_69	C1	49	ENSG00000149503	53	LT0073_69_49	1	1	LT0073_69/LT0073_69_49_53.tif
826	LT0073_69	C4	52	ENSG00000149503	44	LT0073_69_52	1	1	LT0073_69/LT0073_69_52_44.tif
827	LT0073_69	N21	333	COPB	38	LT0073_69_333	1	1	LT0073_69/LT0073_69_333_38.tif
828	LT0073_69	N24	336	COPB	49	LT0073_69_336	1	1	LT0073_69/LT0073_69_336_49.tif
829	LT0073_69	P21	381	COPB	39	LT0073_69_381	1	1	LT0073_69/LT0073_69_381_39.tif
830	LT0073_69	P24	384	COPB	43	LT0073_69_384	1	1	LT0073_69/LT0073_69_384_43.tif
831	LT0074_01	A4	4	ENSG00000149503	47	LT0074_01_4	1	1	LT0074_01/LT0074_01_4_47.tif
832	LT0074_01	C1	49	ENSG00000149503	48	LT0074_01_49	1	1	LT0074_01/LT0074_01_49_48.tif
833	LT0074_01	C4	52	ENSG00000149503	42	LT0074_01_52	1	1	LT0074_01/LT0074_01_52_42.tif
834	LT0074_01	N21	333	COPB	55	LT0074_01_333	1	1	LT0074_01/LT0074_01_333_55.tif
835	LT0074_01	N24	336	COPB	37	LT0074_01_336	1	1	LT0074_01/LT0074_01_336_37.tif
836	LT0074_01	P21	381	COPB	31	LT0074_01_381	1	1	LT0074_01/LT0074_01_381_31.tif
837	LT0074_01	P24	384	COPB	47	LT0074_01_384	1	1	LT0074_01/LT0074_01_384_47.tif
838	LT0074_18	A4	4	ENSG00000149503	32	LT0074_18_4	1	1	LT0074_18/LT0074_18_4_32.tif
839	LT0074_18	C1	49	ENSG00000149503	49	LT0074_18_49	1	1	LT0074_18/LT0074_18_49_49.tif
840	LT0074_18	C4	52	ENSG00000149503	54	LT0074_18_52	1	1	LT0074_18/LT0074_18_52_54.tif
841	LT0074_18	N21	333	COPB	38	LT0074_18_333	1	1	LT0074_18/LT0074_18_333_38.tif
842	LT0074_18	N24	336	COPB	51	LT0074_18_336	1	1	LT0074_18/LT0074_18_336_51.tif
843	LT0074_18	P21	381	COPB	45	LT0074_18_381	1	1	LT0074_18/LT0074_18_381_45.tif
844	LT0074_18	P24	384	COPB	35	LT0074_18_384	1	1	LT0074_18/LT0074_18_384_35.tif
845	LT0074_32	A4	4	ENSG00000149503	57	LT0074_32_4	1	1	LT0074_32/LT0074_32_4_57.tif
846	LT0074_32	C1	49	ENSG00000149503	31	LT0074_32_49	1	1	LT0074_32/LT0074_32_49_31.tif
847	LT0074_32	C4	52	ENSG00000149503	32	LT0074_32_52	1	1	LT0074_32/LT0074_32_52_32.tif
848	LT0074_32	N21	333	COPB	47	LT0074_32_333	1	1	LT0074_32/LT0074_32_333_47.tif
849	LT0074_32	N24	336	COPB	55	LT0074_32_336	1	1	LT0074_32/LT0074_32_336_55.tif
850	LT0074_32	P21	381	COPB	52	LT0074_32_381	1	1	LT0074_32/LT0074_32_381_52.tif
851	LT0074_32	P24	384	COPB	53	LT0074_32_384	1	1	LT0074_32/LT0074_32_384_53.tif
852	LT0075_01	A4	4	ENSG00000149503	33	LT0075_01_4	1	1	LT0075_01/LT0075_01_4_33.tif
853	LT0075_01	C1	49	ENSG00000149503	61	LT0075_01_49	1	1	LT0075_01/LT0075_01_49_61.tif
854	LT0075_01	C4	52	ENSG00000149503	52	LT0075_01_52	1	1	LT0075_01/LT0075_01_52_52.tif
855	LT0075_01	N21	333	COPB	35	LT0075_01_333	1	1	LT0075_01/LT0075_01_333_35.tif
856	LT0075_01	N24	336	COPB	34	LT0075_01_336	1	1	LT0075_01/LT0075_01_336_34.tif
857	LT0075_01	P21	381	COPB	47	LT0075_01_381	1	1	LT0075_01/LT0075_01_381_47.tif
858	LT0075_08	A4	4	ENSG00000149503	53	LT0075_08_4	1	1	LT0075_08/LT0075_08_4_53.tif
859	LT0075_08	C1	49	ENSG00000149503	49	LT0075_08_49	1	1	LT0075_08/LT0075_08_49_49.tif
860	LT0075_08	C4	52	ENSG00000149503	32	LT0075_08_52	1	1	LT0075_08/LT0075_08_52_32.tif
861	LT0075_08	N21	333	COPB	42	LT0075_08_333	1	1	LT0075_08/LT0075_08_333_42.tif
862	LT0075_08	N24	336	COPB	42	LT0075_08_336	1	1	LT0075_08/LT0075_08_336_42.tif
863	LT0075_08	P21	381	COPB	56	LT0075_08_381	1	1	LT0075_08/LT0075_08_381_56.tif
864	LT0075_32	A4	4	ENSG00000149503	51	LT0075_32_4	1	1	LT0075_32/LT0075_32_4_51.tif
865	LT0075_32	C1	49	ENSG00000149503	43	LT0075_32_49	1	1	LT0075_32/LT0075_32_49_43.tif
866	LT0075_32	C4	52	ENSG00000149503	35	LT0075_32_52	1	1	LT0075_32/LT0075_32_52_35.tif
867	LT0075_32	N21	333	COPB	44	LT0075_32_333	1	1	LT0075_32/LT0075_32_333_44.tif
868	LT0075_32	N24	336	COPB	31	LT0075_32_336	1	1	LT0075_32/LT0075_32_336_31.tif
869	LT0075_32	P21	381	COPB	56	LT0075_32_381	1	1	LT0075_32/LT0075_32_381_56.tif
870	LT0075_32	P24	384	COPB	39	LT0075_32_384	1	1	LT0075_32/LT0075_32_384_39.tif
871	LT0076_02	A4	4	ENSG00000149503	38	LT0076_02_4	1	1	LT0076_02/LT0076_02_4_38.tif
872	LT0076_02	C1	49	ENSG00000149503	38	LT0076_02_49	1	1	LT0076_02/LT0076_02_49_38.tif
873	LT0076_02	C4	52	ENSG00000149503	53	LT0076_02_52	1	1	LT0076_02/LT0076_02_52_53.tif
874	LT0076_02	N24	336	COPB	32	LT0076_02_336	1	1	LT0076_02/LT0076_02_336_32.tif
875	LT0076_02	P21	381	COPB	57	LT0076_02_381	1	1	LT0076_02/LT0076_02_381_57.tif
876	LT0076_02	P24	384	COPB	38	LT0076_02_384	1	1	LT0076_02/LT0076_02_384_38.tif
877	LT0076_04	A4	4	ENSG00000149503	33	LT0076_04_4	1	1	LT0076_04/LT0076_04_4_33.tif
878	LT0076_04	C1	49	ENSG00000149503	35	LT0076_04_49	1	1	LT0076_04/LT0076_04_49_35.tif
879	LT0076_04	C4	52	ENSG00000149503	36	LT0076_04_52	1	1	LT0076_04/LT0076_04_52_36.tif
880	LT0076_04	N21	333	COPB	60	LT0076_04_333	1	1	LT0076_04/LT0076_04_333_60.tif
881	LT0076_04	N24	336	COPB	53	LT0076_04_336	1	1	LT0076_04/LT0076_04_336_53.tif
882	LT0076_04	P21	381	COPB	38	LT0076_04_381	1	1	LT0076_04/LT0076_04_381_38.tif
883	LT0076_04	P24	384	COPB	49	LT0076_04_384	1	1	LT0076_04/LT0076_04_384_49.tif
884	LT0076_08	A4	4	ENSG00000149503	43	LT0076_08_4	1	1	LT0076_08/LT0076_08_4_43.tif
885	LT0076_08	C1	49	ENSG00000149503	44	LT0076_08_49	1	1	LT0076_08/LT0076_08_49_44.tif
886	LT0076_08	C4	52	ENSG00000149503	61	LT0076_08_52	1	1	LT0076_08/LT0076_08_52_61.tif
887	LT0076_08	N21	333	COPB	31	LT0076_08_333	1	1	LT0076_08/LT0076_08_333_31.tif
888	LT0076_08	N24	336	COPB	52	LT0076_08_336	1	1	LT0076_08/LT0076_08_336_52.tif
889	LT0076_08	P21	381	COPB	49	LT0076_08_381	1	1	LT0076_08/LT0076_08_381_49.tif
890	LT0076_08	P24	384	COPB	60	LT0076_08_384	1	1	LT0076_08/LT0076_08_384_60.tif
891	LT0076_16	A4	4	ENSG00000149503	59	LT0076_16_4	1	1	LT0076_16/LT0076_16_4_59.tif
892	LT0076_16	C1	49	ENSG00000149503	38	LT0076_16_49	1	1	LT0076_16/LT0076_16_49_38.tif
893	LT0076_16	C4	52	ENSG00000149503	59	LT0076_16_52	1	1	LT0076_16/LT0076_16_52_59.tif
894	LT0076_16	N21	333	COPB	46	LT0076_16_333	1	1	LT0076_16/LT0076_16_333_46.tif
895	LT0076_16	N24	336	COPB	56	LT0076_16_336	1	1	LT0076_16/LT0076_16_336_56.tif
896	LT0076_16	P21	381	COPB	40	LT0076_16_381	1	1	LT0076_16/LT0076_16_381_40.tif
897	LT0076_16	P24	384	COPB	54	LT0076_16_384	1	1	LT0076_16/LT0076_16_384_54.tif
898	LT0076_33	A4	4	ENSG00000149503	32	LT0076_33_4	1	1	LT0076_33/LT0076_33_4_32.tif
899	LT0076_33	C1	49	ENSG00000149503	32	LT0076_33_49	1	1	LT0076_33/LT0076_33_49_32.tif
900	LT0076_33	C4	52	ENSG00000149503	44	LT0076_33_52	1	1	LT0076_33/LT0076_33_52_44.tif
901	LT0076_33	N21	333	COPB	51	LT0076_33_333	1	1	LT0076_33/LT0076_33_333_51.tif
902	LT0076_33	N24	336	COPB	37	LT0076_33_336	1	1	LT0076_33/LT0076_33_336_37.tif
903	LT0076_33	P21	381	COPB	52	LT0076_33_381	1	1	LT0076_33/LT0076_33_381_52.tif
904	LT0076_33	P24	384	COPB	58	LT0076_33_384	1	1	LT0076_33/LT0076_33_384_58.tif
905	LT0077_01	A4	4	ENSG00000149503	37	LT0077_01_4	1	1	LT0077_01/LT0077_01_4_37.tif
906	LT0077_01	C1	49	ENSG00000149503	51	LT0077_01_49	1	1	LT0077_01/LT0077_01_49_51.tif
907	LT0077_01	C4	52	ENSG00000149503	32	LT0077_01_52	1	1	LT0077_01/LT0077_01_52_32.tif
908	LT0077_01	N21	333	COPB	32	LT0077_01_333	1	1	LT0077_01/LT0077_01_333_32.tif
909	LT0077_01	N24	336	COPB	61	LT0077_01_336	1	1	LT0077_01/LT0077_01_336_61.tif
910	LT0077_01	P21	381	COPB	62	LT0077_01_381	1	1	LT0077_01/LT0077_01_381_62.tif
911	LT0077_01	P24	384	COPB	52	LT0077_01_384	1	1	LT0077_01/LT0077_01_384_52.tif
