	Plate	Well	Well Number	Original Gene Target	Frames
169647	LT0142_03	M16	304	negative control	62
169658	LT0142_03	N3	315	negative control	49
169695	LT0142_03	O16	352	negative control	50
169706	LT0142_03	P3	363	negative control	38
169742	LT0142_06	A15	15	negative control	38
169753	LT0142_06	B2	26	negative control	60
169790	LT0142_06	C15	63	negative control	32
169801	LT0142_06	D2	74	negative control	43
170031	LT0142_06	M16	304	negative control	51
170042	LT0142_06	N3	315	negative control	43
170079	LT0142_06	O16	352	negative control	53
170090	LT0142_06	P3	363	negative control	61
170126	LT0143_01	A15	15	negative control	57
170137	LT0143_01	B2	26	negative control	38
170174	LT0143_01	C15	63	negative control	61
170185	LT0143_01	D2	74	negative control	43
170415	LT0143_01	M16	304	negative control	47
170426	LT0143_01	N3	315	negative control	47
170463	LT0143_01	O16	352	negative control	61
170474	LT0143_01	P3	363	negative control	37
170510	LT0143_02	A15	15	negative control	35
170521	LT0143_02	B2	26	negative control	44
170558	LT0143_02	C15	63	negative control	51
170569	LT0143_02	D2	74	negative control	57
170799	LT0143_02	M16	304	negative control	61
170810	LT0143_02	N3	315	negative control	43
170847	LT0143_02	O16	352	negative control	58
170858	LT0143_02	P3	363	negative control	52
170894	LT0143_05	A15	15	negative control	32
170905	LT0143_05	B2	26	negative control	57
170942	LT0143_05	C15	63	negative control	49
170953	LT0143_05	D2	74	negative control	37
171183	LT0143_05	M16	304	negative control	55
171194	LT0143_05	N3	315	negative control	33
171231	LT0143_05	O16	352	negative control	57
171242	LT0143_05	P3	363	negative control	45
171278	LT0144_01	A15	15	negative control	56
171289	LT0144_01	B2	26	negative control	44
171326	LT0144_01	C15	63	negative control	62
171337	LT0144_01	D2	74	negative control	58
171567	LT0144_01	M16	304	negative control	61
171578	LT0144_01	N3	315	negative control	56
171615	LT0144_01	O16	352	negative control	36
171626	LT0144_01	P3	363	negative control	44
171662	LT0144_02	A15	15	negative control	52
171673	LT0144_02	B2	26	negative control	42
171710	LT0144_02	C15	63	negative control	55
171721	LT0144_02	D2	74	negative control	36
171951	LT0144_02	M16	304	negative control	56
171962	LT0144_02	N3	315	negative control	48
171999	LT0144_02	O16	352	negative control	56
172010	LT0144_02	P3	363	negative control	43
172046	LT0144_04	A15	15	negative control	51
172057	LT0144_04	B2	26	negative control	37
172094	LT0144_04	C15	63	negative control	46
172105	LT0144_04	D2	74	negative control	60
172335	LT0144_04	M16	304	negative control	40
172346	LT0144_04	N3	315	negative control	41
172383	LT0144_04	O16	352	negative control	39
172394	LT0144_04	P3	363	negative control	57
172430	LT0145_01	A15	15	negative control	47
172441	LT0145_01	B2	26	negative control	62
172478	LT0145_01	C15	63	negative control	61
172489	LT0145_01	D2	74	negative control	61
172719	LT0145_01	M16	304	negative control	36
172730	LT0145_01	N3	315	negative control	37
172767	LT0145_01	O16	352	negative control	47
172778	LT0145_01	P3	363	negative control	59
172814	LT0145_02	A15	15	negative control	37
172825	LT0145_02	B2	26	negative control	47
172862	LT0145_02	C15	63	negative control	37
172873	LT0145_02	D2	74	negative control	54
173103	LT0145_02	M16	304	negative control	32
173114	LT0145_02	N3	315	negative control	46
173151	LT0145_02	O16	352	negative control	62
173162	LT0145_02	P3	363	negative control	32
173198	LT0145_04	A15	15	negative control	60
173209	LT0145_04	B2	26	negative control	52
173246	LT0145_04	C15	63	negative control	45
173257	LT0145_04	D2	74	negative control	31
173487	LT0145_04	M16	304	negative control	53
173498	LT0145_04	N3	315	negative control	35
173535	LT0145_04	O16	352	negative control	57
173546	LT0145_04	P3	363	negative control	51
173582	LT0146_02	A15	15	negative control	51
173593	LT0146_02	B2	26	negative control	38
173630	LT0146_02	C15	63	negative control	33
173641	LT0146_02	D2	74	negative control	48
173871	LT0146_02	M16	304	negative control	45
173882	LT0146_02	N3	315	negative control	60
173919	LT0146_02	O16	352	negative control	61
173930	LT0146_02	P3	363	negative control	58
173966	LT0146_04	A15	15	negative control	35
173977	LT0146_04	B2	26	negative control	40
174014	LT0146_04	C15	63	negative control	39
174025	LT0146_04	D2	74	negative control	51
174255	LT0146_04	M16	304	negative control	51
174266	LT0146_04	N3	315	negative control	54
174303	LT0146_04	O16	352	negative control	61
174314	LT0146_04	P3	363	negative control	47
174350	LT0146_06	A15	15	negative control	38
174361	LT0146_06	B2	26	negative control	58
174398	LT0146_06	C15	63	negative control	42
174409	LT0146_06	D2	74	negative control	41
174639	LT0146_06	M16	304	negative control	44
174650	LT0146_06	N3	315	negative control	55
174687	LT0146_06	O16	352	negative control	46
174698	LT0146_06	P3	363	negative control	56
174734	LT0147_01	A15	15	negative control	40
174745	LT0147_01	B2	26	negative control	58
174782	LT0147_01	C15	63	negative control	57
174793	LT0147_01	D2	74	negative control	36
175023	LT0147_01	M16	304	negative control	33
175034	LT0147_01	N3	315	negative control	37
175071	LT0147_01	O16	352	negative control	40
175082	LT0147_01	P3	363	negative control	44
175118	LT0147_02	A15	15	negative control	36
175129	LT0147_02	B2	26	negative control	37
175166	LT0147_02	C15	63	negative control	57
175177	LT0147_02	D2	74	negative control	52
175407	LT0147_02	M16	304	negative control	34
175418	LT0147_02	N3	315	negative control	42
175455	LT0147_02	O16	352	negative control	41
175466	LT0147_02	P3	363	negative control	42
175502	LT0147_03	A15	15	negative control	60
175513	LT0147_03	B2	26	negative control	45
175550	LT0147_03	C15	63	negative control	50
175561	LT0147_03	D2	74	negative control	57
175791	LT0147_03	M16	304	negative control	42
175802	LT0147_03	N3	315	negative control	62
175839	LT0147_03	O16	352	negative control	47
175850	LT0147_03	P3	363	negative control	34
175886	LT0148_01	A15	15	negative control	51
175934	LT0148_01	C15	63	negative control	48
175945	LT0148_01	D2	74	negative control	47
176175	LT0148_01	M16	304	negative control	41
176186	LT0148_01	N3	315	negative control	56
176223	LT0148_01	O16	352	negative control	59
176234	LT0148_01	P3	363	negative control	40
176270	LT0148_02	A15	15	negative control	34
176281	LT0148_02	B2	26	negative control	56
176318	LT0148_02	C15	63	negative control	62
176329	LT0148_02	D2	74	negative control	57
176559	LT0148_02	M16	304	negative control	50
176570	LT0148_02	N3	315	negative control	46
176607	LT0148_02	O16	352	negative control	58
176618	LT0148_02	P3	363	negative control	35
176654	LT0148_11	A15	15	negative control	37
176665	LT0148_11	B2	26	negative control	52
176702	LT0148_11	C15	63	negative control	38
176713	LT0148_11	D2	74	negative control	48
176943	LT0148_11	M16	304	negative control	52
176954	LT0148_11	N3	315	negative control	54
176991	LT0148_11	O16	352	negative control	43
177002	LT0148_11	P3	363	negative control	37
177038	LT0148_37	A15	15	negative control	42
177049	LT0148_37	B2	26	negative control	42
177086	LT0148_37	C15	63	negative control	53
177097	LT0148_37	D2	74	negative control	59
177327	LT0148_37	M16	304	negative control	45
177338	LT0148_37	N3	315	negative control	42
177375	LT0148_37	O16	352	negative control	37
177386	LT0148_37	P3	363	negative control	44
177422	LT0148_40	A15	15	negative control	44
177433	LT0148_40	B2	26	negative control	48
177470	LT0148_40	C15	63	negative control	39
177481	LT0148_40	D2	74	negative control	60
177711	LT0148_40	M16	304	negative control	61
177722	LT0148_40	N3	315	negative control	35
177759	LT0148_40	O16	352	negative control	49
177770	LT0148_40	P3	363	negative control	47
177806	LT0149_01	A15	15	negative control	33
177817	LT0149_01	B2	26	negative control	58
177854	LT0149_01	C15	63	negative control	39
177865	LT0149_01	D2	74	negative control	42
178095	LT0149_01	M16	304	negative control	46
178106	LT0149_01	N3	315	negative control	50
178143	LT0149_01	O16	352	negative control	54
178154	LT0149_01	P3	363	negative control	46
178190	LT0149_03	A15	15	negative control	62
178201	LT0149_03	B2	26	negative control	61
178238	LT0149_03	C15	63	negative control	44
178249	LT0149_03	D2	74	negative control	59
178479	LT0149_03	M16	304	negative control	45
178490	LT0149_03	N3	315	negative control	45
178527	LT0149_03	O16	352	negative control	49
178538	LT0149_03	P3	363	negative control	45
178574	LT0149_05	A15	15	negative control	44
178585	LT0149_05	B2	26	negative control	32
178622	LT0149_05	C15	63	negative control	35
178633	LT0149_05	D2	74	negative control	51
178863	LT0149_05	M16	304	negative control	41
178874	LT0149_05	N3	315	negative control	51
178911	LT0149_05	O16	352	negative control	62
178922	LT0149_05	P3	363	negative control	49
178958	LT0150_02	A15	15	negative control	35
178969	LT0150_02	B2	26	negative control	39
179006	LT0150_02	C15	63	negative control	54
179017	LT0150_02	D2	74	negative control	57
179247	LT0150_02	M16	304	negative control	40
179258	LT0150_02	N3	315	negative control	45
179295	LT0150_02	O16	352	negative control	44
179306	LT0150_02	P3	363	negative control	43
179342	LT0150_04	A15	15	negative control	60
179353	LT0150_04	B2	26	negative control	45
179390	LT0150_04	C15	63	negative control	39
179401	LT0150_04	D2	74	negative control	44
179631	LT0150_04	M16	304	negative control	40
179642	LT0150_04	N3	315	negative control	45
179679	LT0150_04	O16	352	negative control	59
179690	LT0150_04	P3	363	negative control	43
179726	LT0150_05	A15	15	negative control	36
179737	LT0150_05	B2	26	negative control	60
179774	LT0150_05	C15	63	negative control	44
179785	LT0150_05	D2	74	negative control	42
180015	LT0150_05	M16	304	negative control	43
180026	LT0150_05	N3	315	negative control	40
180063	LT0150_05	O16	352	negative control	48
180074	LT0150_05	P3	363	negative control	55
180110	LT0151_06	A15	15	negative control	58
180121	LT0151_06	B2	26	negative control	39
180158	LT0151_06	C15	63	negative control	46
180169	LT0151_06	D2	74	negative control	53
180399	LT0151_06	M16	304	negative control	31
180410	LT0151_06	N3	315	negative control	43
180447	LT0151_06	O16	352	negative control	61
180494	LT0151_08	A15	15	negative control	47
180505	LT0151_08	B2	26	negative control	49
180542	LT0151_08	C15	63	negative control	50
180553	LT0151_08	D2	74	negative control	43
180783	LT0151_08	M16	304	negative control	49
180794	LT0151_08	N3	315	negative control	48
180831	LT0151_08	O16	352	negative control	42
180842	LT0151_08	P3	363	negative control	46
180878	LT0151_09	A15	15	negative control	56
180889	LT0151_09	B2	26	negative control	52
180926	LT0151_09	C15	63	negative control	53
180937	LT0151_09	D2	74	negative control	48
181167	LT0151_09	M16	304	negative control	59
181178	LT0151_09	N3	315	negative control	57
181215	LT0151_09	O16	352	negative control	58
181226	LT0151_09	P3	363	negative control	43
181262	LT0152_04	A15	15	negative control	39
181273	LT0152_04	B2	26	negative control	58
181310	LT0152_04	C15	63	negative control	59
181321	LT0152_04	D2	74	negative control	38
181551	LT0152_04	M16	304	negative control	42
181562	LT0152_04	N3	315	negative control	38
181599	LT0152_04	O16	352	negative control	34
181610	LT0152_04	P3	363	negative control	61
181646	LT0152_05	A15	15	negative control	51
181657	LT0152_05	B2	26	negative control	40
181694	LT0152_05	C15	63	negative control	53
181705	LT0152_05	D2	74	negative control	40
181935	LT0152_05	M16	304	negative control	53
181946	LT0152_05	N3	315	negative control	51
181983	LT0152_05	O16	352	negative control	42
181994	LT0152_05	P3	363	negative control	48
182030	LT0152_18	A15	15	negative control	49
182041	LT0152_18	B2	26	negative control	47
182078	LT0152_18	C15	63	negative control	31
182089	LT0152_18	D2	74	negative control	57
182319	LT0152_18	M16	304	negative control	38
182330	LT0152_18	N3	315	negative control	53
182367	LT0152_18	O16	352	negative control	49
182378	LT0152_18	P3	363	negative control	57
182462	LT0153_01	C15	63	negative control	42
182473	LT0153_01	D2	74	negative control	56
182703	LT0153_01	M16	304	negative control	57
182714	LT0153_01	N3	315	negative control	43
182751	LT0153_01	O16	352	negative control	44
182762	LT0153_01	P3	363	negative control	39
182798	LT0153_06	A15	15	negative control	39
182809	LT0153_06	B2	26	negative control	49
182846	LT0153_06	C15	63	negative control	48
182857	LT0153_06	D2	74	negative control	41
183087	LT0153_06	M16	304	negative control	43
183098	LT0153_06	N3	315	negative control	33
183135	LT0153_06	O16	352	negative control	42
183146	LT0153_06	P3	363	negative control	54
183182	LT0153_08	A15	15	negative control	37
183193	LT0153_08	B2	26	negative control	45
183230	LT0153_08	C15	63	negative control	45
183241	LT0153_08	D2	74	negative control	53
183471	LT0153_08	M16	304	negative control	49
183482	LT0153_08	N3	315	negative control	42
183519	LT0153_08	O16	352	negative control	32
183530	LT0153_08	P3	363	negative control	45
183566	LT0154_02	A15	15	negative control	36
183577	LT0154_02	B2	26	negative control	37
183614	LT0154_02	C15	63	negative control	56
183625	LT0154_02	D2	74	negative control	46
183855	LT0154_02	M16	304	negative control	43
183866	LT0154_02	N3	315	negative control	40
183903	LT0154_02	O16	352	negative control	34
183914	LT0154_02	P3	363	negative control	40
183950	LT0154_03	A15	15	negative control	58
183961	LT0154_03	B2	26	negative control	51
183998	LT0154_03	C15	63	negative control	58
184009	LT0154_03	D2	74	negative control	33
184239	LT0154_03	M16	304	negative control	61
184250	LT0154_03	N3	315	negative control	32
184287	LT0154_03	O16	352	negative control	37
184298	LT0154_03	P3	363	negative control	45
184334	LT0154_04	A15	15	negative control	47
184345	LT0154_04	B2	26	negative control	61
184382	LT0154_04	C15	63	negative control	49
184393	LT0154_04	D2	74	negative control	44
184623	LT0154_04	M16	304	negative control	53
184634	LT0154_04	N3	315	negative control	45
184671	LT0154_04	O16	352	negative control	34
184682	LT0154_04	P3	363	negative control	54
184718	LT0155_03	A15	15	negative control	36
184729	LT0155_03	B2	26	negative control	60
184766	LT0155_03	C15	63	negative control	44
184777	LT0155_03	D2	74	negative control	41
185007	LT0155_03	M16	304	negative control	57
185018	LT0155_03	N3	315	negative control	49
185055	LT0155_03	O16	352	negative control	53
185066	LT0155_03	P3	363	negative control	37
185102	LT0155_05	A15	15	negative control	41
185113	LT0155_05	B2	26	negative control	42
185150	LT0155_05	C15	63	negative control	32
185161	LT0155_05	D2	74	negative control	40
185391	LT0155_05	M16	304	negative control	57
185402	LT0155_05	N3	315	negative control	47
185439	LT0155_05	O16	352	negative control	46
185450	LT0155_05	P3	363	negative control	48
185870	LT0156_07	A15	15	negative control	50
185881	LT0156_07	B2	26	negative control	61
185918	LT0156_07	C15	63	negative control	50
185929	LT0156_07	D2	74	negative control	32
186159	LT0156_07	M16	304	negative control	58
186170	LT0156_07	N3	315	negative control	50
186207	LT0156_07	O16	352	negative control	35
186218	LT0156_07	P3	363	negative control	34
186254	LT0156_08	A15	15	negative control	40
186265	LT0156_08	B2	26	negative control	40
186302	LT0156_08	C15	63	negative control	44
186313	LT0156_08	D2	74	negative control	52
186543	LT0156_08	M16	304	negative control	37
186554	LT0156_08	N3	315	negative control	55
186591	LT0156_08	O16	352	negative control	41
186602	LT0156_08	P3	363	negative control	56
186638	LT0156_09	A15	15	negative control	42
186649	LT0156_09	B2	26	negative control	36
186686	LT0156_09	C15	63	negative control	36
186697	LT0156_09	D2	74	negative control	39
186927	LT0156_09	M16	304	negative control	51
186938	LT0156_09	N3	315	negative control	46
186975	LT0156_09	O16	352	negative control	45
186986	LT0156_09	P3	363	negative control	52
187022	LT0157_04	A15	15	negative control	31
187033	LT0157_04	B2	26	negative control	34
187070	LT0157_04	C15	63	negative control	32
187081	LT0157_04	D2	74	negative control	45
187311	LT0157_04	M16	304	negative control	37
187322	LT0157_04	N3	315	negative control	55
187359	LT0157_04	O16	352	negative control	53
187370	LT0157_04	P3	363	negative control	34
187406	LT0157_05	A15	15	negative control	35
187417	LT0157_05	B2	26	negative control	36
187454	LT0157_05	C15	63	negative control	39
187465	LT0157_05	D2	74	negative control	62
187695	LT0157_05	M16	304	negative control	58
187706	LT0157_05	N3	315	negative control	49
187743	LT0157_05	O16	352	negative control	40
187754	LT0157_05	P3	363	negative control	34
187790	LT0157_07	A15	15	negative control	33
187801	LT0157_07	B2	26	negative control	40
187838	LT0157_07	C15	63	negative control	44
187849	LT0157_07	D2	74	negative control	62
188079	LT0157_07	M16	304	negative control	48
188090	LT0157_07	N3	315	negative control	48
188127	LT0157_07	O16	352	negative control	41
188138	LT0157_07	P3	363	negative control	39
188174	LT0158_01	A15	15	negative control	44
188185	LT0158_01	B2	26	negative control	41
188222	LT0158_01	C15	63	negative control	37
188233	LT0158_01	D2	74	negative control	41
188463	LT0158_01	M16	304	negative control	34
188474	LT0158_01	N3	315	negative control	58
188511	LT0158_01	O16	352	negative control	59
188522	LT0158_01	P3	363	negative control	46
188558	LT0158_03	A15	15	negative control	49
188569	LT0158_03	B2	26	negative control	33
188606	LT0158_03	C15	63	negative control	35
188617	LT0158_03	D2	74	negative control	41
188847	LT0158_03	M16	304	negative control	38
188858	LT0158_03	N3	315	negative control	49
188895	LT0158_03	O16	352	negative control	43
188906	LT0158_03	P3	363	negative control	51
188942	LT0158_05	A15	15	negative control	51
188953	LT0158_05	B2	26	negative control	56
188990	LT0158_05	C15	63	negative control	42
189001	LT0158_05	D2	74	negative control	43
189231	LT0158_05	M16	304	negative control	48
189242	LT0158_05	N3	315	negative control	62
189279	LT0158_05	O16	352	negative control	36
189290	LT0158_05	P3	363	negative control	50
189326	LT0159_17	A15	15	negative control	38
189337	LT0159_17	B2	26	negative control	62
189374	LT0159_17	C15	63	negative control	35
189615	LT0159_17	M16	304	negative control	62
189626	LT0159_17	N3	315	negative control	60
189663	LT0159_17	O16	352	negative control	41
189710	LT0159_49	A15	15	negative control	49
189721	LT0159_49	B2	26	negative control	58
189758	LT0159_49	C15	63	negative control	31
189999	LT0159_49	M16	304	negative control	42
190010	LT0159_49	N3	315	negative control	40
190047	LT0159_49	O16	352	negative control	49
190094	LT0159_50	A15	15	negative control	60
190105	LT0159_50	B2	26	negative control	44
190142	LT0159_50	C15	63	negative control	49
190383	LT0159_50	M16	304	negative control	43
190394	LT0159_50	N3	315	negative control	40
190431	LT0159_50	O16	352	negative control	53
190478	LT0170_01	A15	15	negative control	39
190489	LT0170_01	B2	26	negative control	56
190526	LT0170_01	C15	63	negative control	32
190537	LT0170_01	D2	74	negative control	48
190778	LT0170_01	N3	315	negative control	48
190815	LT0170_01	O16	352	negative control	46
190826	LT0170_01	P3	363	negative control	47
190873	LT0170_07	B2	26	negative control	48
190910	LT0170_07	C15	63	negative control	61
190921	LT0170_07	D2	74	negative control	38
191162	LT0170_07	N3	315	negative control	61
191199	LT0170_07	O16	352	negative control	61
191210	LT0170_07	P3	363	negative control	47
191257	LT0170_08	B2	26	negative control	53
191294	LT0170_08	C15	63	negative control	58
191305	LT0170_08	D2	74	negative control	36
191546	LT0170_08	N3	315	negative control	40
191583	LT0170_08	O16	352	negative control	45
191594	LT0170_08	P3	363	negative control	43
191641	LT0170_09	B2	26	negative control	55
191678	LT0170_09	C15	63	negative control	60
191689	LT0170_09	D2	74	negative control	52
191930	LT0170_09	N3	315	negative control	53
191967	LT0170_09	O16	352	negative control	55
191978	LT0170_09	P3	363	negative control	45
192014	LT0601_01	A15	15	negative control	44
192025	LT0601_01	B2	26	negative control	32
192062	LT0601_01	C15	63	negative control	61
192073	LT0601_01	D2	74	negative control	35
192303	LT0601_01	M16	304	negative control	36
192314	LT0601_01	N3	315	negative control	60
192398	LT0601_03	A15	15	negative control	43
192409	LT0601_03	B2	26	negative control	40
192446	LT0601_03	C15	63	negative control	43
192457	LT0601_03	D2	74	negative control	31
192687	LT0601_03	M16	304	negative control	36
192698	LT0601_03	N3	315	negative control	53
192735	LT0601_03	O16	352	negative control	40
192746	LT0601_03	P3	363	negative control	32
192782	LT0601_04	A15	15	negative control	48
192793	LT0601_04	B2	26	negative control	50
192830	LT0601_04	C15	63	negative control	32
192841	LT0601_04	D2	74	negative control	41
193071	LT0601_04	M16	304	negative control	37
193082	LT0601_04	N3	315	negative control	57
193119	LT0601_04	O16	352	negative control	47
193130	LT0601_04	P3	363	negative control	38
193166	LT0601_05	A15	15	negative control	58
193214	LT0601_05	C15	63	negative control	37
193225	LT0601_05	D2	74	negative control	42
193455	LT0601_05	M16	304	negative control	51
193466	LT0601_05	N3	315	negative control	40
193503	LT0601_05	O16	352	negative control	49
193514	LT0601_05	P3	363	negative control	50
193550	LT0602_01	A15	15	negative control	41
193561	LT0602_01	B2	26	negative control	37
193598	LT0602_01	C15	63	negative control	37
193609	LT0602_01	D2	74	negative control	33
193839	LT0602_01	M16	304	negative control	48
193850	LT0602_01	N3	315	negative control	41
193898	LT0602_01	P3	363	negative control	62
193934	LT0602_04	A15	15	negative control	38
193945	LT0602_04	B2	26	negative control	39
193993	LT0602_04	D2	74	negative control	39
194223	LT0602_04	M16	304	negative control	58
194234	LT0602_04	N3	315	negative control	61
194271	LT0602_04	O16	352	negative control	58
194282	LT0602_04	P3	363	negative control	35
194318	LT0602_05	A15	15	negative control	33
194329	LT0602_05	B2	26	negative control	58
194366	LT0602_05	C15	63	negative control	56
194607	LT0602_05	M16	304	negative control	58
194618	LT0602_05	N3	315	negative control	55
194655	LT0602_05	O16	352	negative control	62
194666	LT0602_05	P3	363	negative control	57
194702	LT0602_06	A15	15	negative control	62
194713	LT0602_06	B2	26	negative control	47
194750	LT0602_06	C15	63	negative control	42
194761	LT0602_06	D2	74	negative control	61
194991	LT0602_06	M16	304	negative control	34
195002	LT0602_06	N3	315	negative control	31
195039	LT0602_06	O16	352	negative control	36
195050	LT0602_06	P3	363	negative control	54
195086	LT0603_03	A15	15	negative control	38
195097	LT0603_03	B2	26	negative control	43
195134	LT0603_03	C15	63	negative control	51
195145	LT0603_03	D2	74	negative control	42
195375	LT0603_03	M16	304	negative control	43
195386	LT0603_03	N3	315	negative control	55
195423	LT0603_03	O16	352	negative control	49
195434	LT0603_03	P3	363	negative control	58
195470	LT0603_04	A15	15	negative control	46
195481	LT0603_04	B2	26	negative control	56
195518	LT0603_04	C15	63	negative control	52
195529	LT0603_04	D2	74	negative control	43
195759	LT0603_04	M16	304	negative control	43
195770	LT0603_04	N3	315	negative control	46
195807	LT0603_04	O16	352	negative control	48
195818	LT0603_04	P3	363	negative control	38
195854	LT0603_05	A15	15	negative control	62
195865	LT0603_05	B2	26	negative control	46
195902	LT0603_05	C15	63	negative control	60
195913	LT0603_05	D2	74	negative control	54
196154	LT0603_05	N3	315	negative control	32
196191	LT0603_05	O16	352	negative control	36
196202	LT0603_05	P3	363	negative control	31
196238	LT0603_06	A15	15	negative control	54
196249	LT0603_06	B2	26	negative control	44
196286	LT0603_06	C15	63	negative control	39
196297	LT0603_06	D2	74	negative control	51
196527	LT0603_06	M16	304	negative control	52
196538	LT0603_06	N3	315	negative control	49
196575	LT0603_06	O16	352	negative control	47
196586	LT0603_06	P3	363	negative control	44
