	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	340.5194805194805	18.064935064935064	0	2
1	1	2	326.54	22.02	0	2
2	1	3	354.0615384615385	31.861538461538462	0	2
3	1	4	318.4109589041096	35.54794520547945	0	2
4	1	5	347.0	51.01136363636363	0	2
5	1	6	316.92105263157896	61.526315789473685	0	2
6	1	7	777.8571428571429	133.80357142857142	0	12
7	1	8	795.44	167.24	0	19
8	1	9	741.8351648351648	232.16483516483515	0	26
9	1	10	714.7938144329897	234.8659793814433	0	26
10	1	11	1195.265306122449	286.7551020408163	0	38
11	1	12	1187.2131147540983	297.0327868852459	0	38
12	1	13	1207.3157894736842	302.6842105263158	0	38
13	1	14	1221.8793103448277	301.48275862068965	0	38
14	1	15	400.89285714285717	558.75	0	67
15	1	16	380.2112676056338	573.8028169014085	0	67
16	1	17	401.6466165413534	585.1654135338346	0	67
17	1	18	1112.9466666666667	592.5733333333334	0	70
18	1	19	1129.0333333333333	608.6444444444444	0	70
19	1	20	868.0729166666666	632.8020833333334	0	76
20	1	21	895.25	636.0	0	76
21	1	22	1022.62	740.38	0	82
22	1	23	992.1509433962265	738.0	0	82
23	1	24	1002.5079365079365	754.7777777777778	0	82
24	1	25	1114.2075471698113	885.2075471698113	0	99
25	1	26	1125.7142857142858	893.7142857142857	0	99
26	1	27	1118.516129032258	907.4193548387096	0	99
