	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	891.2325581395348	51.52325581395349	0	15
1	1	2	1008.6470588235294	77.13725490196079	0	22
2	1	3	937.5737704918033	84.88524590163935	0	23
3	1	4	884.0235294117647	98.4235294117647	0	27
4	1	5	1032.54	95.44	0	31
5	1	6	909.9310344827586	99.41379310344827	0	32
6	1	7	736.2121212121212	173.43939393939394	0	53
7	1	8	755.1208791208791	185.12087912087912	0	53
8	1	9	536.0760869565217	279.05434782608694	0	88
9	1	10	523.6981132075472	293.20754716981133	0	88
10	1	11	770.7142857142857	314.8333333333333	0	101
11	1	12	775.7619047619048	323.26190476190476	0	101
12	1	13	91.28571428571429	332.0879120879121	0	106
13	1	14	791.3888888888889	335.44444444444446	0	101
14	1	15	773.578125	339.140625	0	101
15	1	16	395.06542056074767	389.39252336448595	0	114
16	1	17	868.6136363636364	415.97727272727275	0	123
17	1	18	393.8888888888889	427.62626262626264	0	114
18	1	19	440.41237113402065	502.44329896907215	0	141
19	1	20	420.39080459770116	527.3103448275862	0	141
20	1	21	936.9555555555555	537.5333333333333	0	146
21	1	22	953.7692307692307	564.1318681318681	0	146
22	1	23	275.5108695652174	566.195652173913	0	155
23	1	24	299.46478873239437	570.4929577464789	0	155
24	1	25	314.2	578.6	0	155
25	1	26	522.0333333333333	593.5555555555555	0	156
26	1	27	1013.2941176470588	594.6470588235294	0	158
27	1	28	1015.3604651162791	624.4302325581396	0	158
28	1	29	383.31325301204816	639.0722891566265	0	165
29	1	30	32.49	663.8	0	168
30	1	31	375.4470588235294	671.1294117647059	0	165
31	1	32	668.1973684210526	879.328947368421	0	188
32	1	33	690.5714285714286	903.0	0	191
