	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	906.2272727272727	32.92424242424242	0	8.0
1	1	2	933.5384615384615	31.83076923076923	0	8.0
2	1	3	891.0	40.955882352941174	0	8.0
3	1	4	929.71875	43.5625	0	8.0
4	1	5	916.4406779661017	54.3728813559322	0	8.0
5	1	6	690.2954545454545	73.92045454545455	0	20.0
6	1	7	723.3827160493827	76.82716049382717	0	20.0
7	1	8	702.925	103.0375	0	20.0
8	1	9	720.7032967032967	123.94505494505495	0	36.0
9	1	10	706.4949494949495	152.22222222222223	0	36.0
10	1	11	1025.3493975903614	163.36144578313252	0	50.0
11	1	12	999.6052631578947	179.26315789473685	0	50.0
12	1	13	1220.0941176470587	182.74117647058824	0	55.0
13	1	14	1201.5432098765432	195.8641975308642	0	55.0
14	1	15	677.6272727272727	244.03636363636363	0	69.0
15	1	16	651.925	244.225	0	69.0
16	1	17	816.4878048780488	259.609756097561	0	74.0
17	1	18	679.96	274.6	0	69.0
18	1	19	812.2698412698413	280.968253968254	0	74.0
19	1	20	816.7647058823529	301.6823529411765	0	74.0
20	1	21	1316.6455696202531	310.30379746835445	0	86.0
21	1	22	858.0793650793651	326.6507936507937	0	93.0
22	1	23	1326.0897435897436	334.0769230769231	0	86.0
23	1	24	857.6346153846154	345.4423076923077	0	93.0
24	1	25	822.8173076923077	365.0480769230769	0	93.0
25	1	26	843.2815533980582	372.22330097087377	0	93.0
26	1	27	555.0833333333334	389.7361111111111	0	108.0
27	1	28	578.0864197530864	387.0740740740741	0	108.0
28	1	29	816.6559139784946	434.9462365591398	0	115.0
29	1	30	1113.8311688311687	443.72727272727275	0	118.0
30	1	31	826.4871794871794	460.38461538461536	0	115.0
31	1	32	1089.03125	465.15625	0	118.0
32	1	33	1115.5866666666666	461.49333333333334	0	118.0
33	1	34	1025.83908045977	474.3448275862069	0	124.0
34	1	35	1000.5060240963855	472.12048192771084	0	124.0
35	1	36	823.8333333333334	487.26666666666665	0	115.0
36	1	37	1017.9878048780488	498.7073170731707	0	124.0
37	1	38	318.3658536585366	500.0	0	130.0
38	1	39	321.6835443037975	527.1898734177215	0	130.0
