	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	110.00980392156863	48.76470588235294	0	9.0
1	1	2	806.6813186813187	167.67032967032966	0	27.0
2	1	3	995.8227848101266	218.48101265822785	0	37.0
3	1	4	972.9213483146067	234.08988764044943	0	37.0
4	1	5	665.4154929577464	416.83098591549293	0	57.0
5	1	6	507.81632653061223	616.9489795918367	0	87.0
6	1	7	938.2815533980582	665.3009708737864	0	95.0
7	1	8	183.8131868131868	696.2417582417582	0	99.0
8	1	9	1308.0326086956522	747.2282608695652	0	105.0
9	1	10	398.99029126213594	772.6893203883495	0	110.0
10	1	11	96.8173076923077	781.8269230769231	0	113.0
11	1	12	354.43023255813955	783.0930232558139	0	115.0
12	1	13	137.53125	796.21875	0	118.0
13	1	14	361.8809523809524	806.5595238095239	0	115.0
14	1	15	166.3030303030303	850.1818181818181	0	126.0
15	1	16	254.56060606060606	860.9545454545455	0	130.0
16	1	17	231.40579710144928	888.1739130434783	0	136.0
17	1	18	253.32222222222222	957.4222222222222	0	147.0
