	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	256.55555555555554	34.7979797979798	0	15
1	1	2	675.6341463414634	168.859756097561	0	68
2	1	3	287.75	265.5	0	119
3	1	4	267.57142857142856	268.07142857142856	0	119
4	1	5	849.3586956521739	291.75	0	130
5	1	6	847.2934782608696	320.7173913043478	0	130
6	1	7	139.01754385964912	418.0	0	182
7	1	8	133.3972602739726	431.958904109589	0	182
8	1	9	248.67441860465115	441.6046511627907	0	187
9	1	10	124.5925925925926	448.68518518518516	0	182
