	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	295.265625	289.703125	0	145
1	1	2	916.7625	304.6625	0	149
2	1	3	298.5377358490566	309.10377358490564	0	145
3	1	4	269.3838383838384	314.5959595959596	0	145
4	1	5	927.8085106382979	329.6489361702128	0	149
5	1	6	902.5	327.96875	0	149
6	1	7	791.3132530120482	737.1686746987951	0	274
7	1	8	308.4811320754717	852.7169811320755	0	310
8	1	9	326.2857142857143	845.5714285714286	0	310
9	1	10	263.85714285714283	922.5	0	327
10	1	11	247.92727272727274	933.0363636363636	0	327
