	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	1203.157894736842	120.37894736842105	0	11
1	1	2	752.4057971014493	178.7536231884058	0	17
2	1	3	807.5915492957746	186.70422535211267	0	18
3	1	4	88.48	345.93333333333334	0	27
4	1	5	76.87012987012987	381.7402597402597	0	29
5	1	6	854.6341463414634	446.9146341463415	0	38
6	1	7	969.5377358490566	455.04716981132077	0	37
7	1	8	1042.7317073170732	574.4268292682926	0	48
8	1	9	73.82291666666667	594.3541666666666	0	49
9	1	10	1002.2820512820513	595.2692307692307	0	50
10	1	11	57.857142857142854	655.4725274725274	0	56
11	1	12	395.2696629213483	708.1797752808989	0	59
12	1	13	348.86813186813185	748.1648351648352	0	60
13	1	14	917.0149253731344	873.1940298507462	0	79
14	1	15	491.9222222222222	894.7888888888889	0	82
15	1	16	536.6067415730337	891.5505617977528	0	83
16	1	17	1000.5875	924.6625	0	87
