	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	1124.943820224719	117.82022471910112	0	51
1	1	2	304.5925925925926	212.91358024691357	0	84
2	1	3	279.8904109589041	229.36986301369862	0	84
3	1	4	297.03921568627453	231.6078431372549	0	84
4	1	5	125.46938775510205	245.8265306122449	0	93
5	1	6	96.13265306122449	242.75510204081633	0	93
6	1	7	277.5365853658537	245.8780487804878	0	84
7	1	8	147.52777777777777	251.40277777777777	0	93
8	1	9	1116.064935064935	388.35064935064935	0	127
9	1	10	56.825	782.0125	0	207
10	1	11	64.45588235294117	795.8676470588235	0	207
11	1	12	48.73684210526316	806.328947368421	0	207
12	1	13	33.87931034482759	821.2413793103449	0	207
13	1	14	84.94117647058823	835.6666666666666	0	222
14	1	15	385.375	840.03125	0	226
15	1	16	382.45454545454544	853.7922077922078	0	226
16	1	17	53.65909090909091	866.0113636363636	0	222
17	1	18	80.3061224489796	863.2448979591836	0	222
18	1	19	397.76666666666665	869.6833333333333	0	226
19	1	20	518.8285714285714	874.6285714285714	0	237
20	1	21	386.3538461538462	881.9076923076923	0	226
