	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	142.63636363636363	227.42424242424244	0	71
1	1	2	130.25396825396825	238.17460317460316	0	71
2	1	3	499.9868421052632	256.07894736842104	0	80
3	1	4	137.83050847457628	250.94915254237287	0	71
4	1	5	487.1525423728813	262.6271186440678	0	80
5	1	6	144.68115942028984	348.82608695652175	0	116
6	1	7	148.36666666666667	363.23333333333335	0	116
7	1	8	209.97560975609755	652.6341463414634	0	251
8	1	9	216.4065934065934	663.5714285714286	0	251
9	1	10	68.38888888888889	663.9305555555555	0	255
10	1	11	57.225	674.875	0	255
11	1	12	256.4823529411765	676.6117647058824	0	261
12	1	13	252.7	690.8	0	261
13	1	14	79.9298245614035	720.0701754385965	0	275
14	1	15	94.71666666666667	721.4	0	275
15	1	16	80.8	734.1714285714286	0	275
