	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	754.4666666666667	66.84444444444445	0	35
1	1	2	767.6129032258065	67.80645161290323	0	35
2	1	3	738.2678571428571	73.75	0	35
3	1	4	775.5909090909091	77.77272727272727	0	35
4	1	5	751.3111111111111	82.17777777777778	0	35
5	1	6	757.5522388059702	91.7910447761194	0	35
6	1	7	593.2608695652174	163.8695652173913	0	74
7	1	8	952.6607142857143	171.80357142857142	0	75
8	1	9	600.5416666666666	177.94444444444446	0	74
9	1	10	581.2	178.42222222222222	0	74
10	1	11	938.1666666666666	180.85416666666666	0	75
11	1	12	971.0175438596491	188.56140350877192	0	75
12	1	13	955.4736842105264	185.96491228070175	0	75
13	1	14	587.85	194.6	0	74
14	1	15	942.6444444444444	196.06666666666666	0	75
15	1	16	601.1666666666666	203.24242424242425	0	74
16	1	17	955.6382978723404	199.93617021276594	0	75
17	1	18	535.575	286.275	0	125
18	1	19	1194.9701492537313	286.910447761194	0	129
19	1	20	1111.8688524590164	294.1475409836066	0	135
20	1	21	1219.735294117647	299.9852941176471	0	129
21	1	22	503.02941176470586	293.5882352941176	0	125
22	1	23	527.0909090909091	300.59090909090907	0	125
23	1	24	1099.925	302.225	0	135
24	1	25	1197.5375	302.6125	0	129
25	1	26	514.8333333333334	298.72222222222223	0	125
26	1	27	1117.1521739130435	306.45652173913044	0	135
27	1	28	1129.375	311.22222222222223	0	135
28	1	29	1247.98	314.34	0	129
29	1	30	1086.2727272727273	316.6727272727273	0	135
30	1	31	1102.0	313.3636363636364	0	135
31	1	32	1231.6875	316.5416666666667	0	129
32	1	33	1111.1875	317.75	0	135
33	1	34	1095.857142857143	328.0612244897959	0	135
34	1	35	711.8795180722891	337.5903614457831	0	141
35	1	36	731.4736842105264	331.57894736842104	0	141
36	1	37	1080.962962962963	335.037037037037	0	135
37	1	38	839.0289855072464	347.768115942029	0	146
38	1	39	730.8717948717949	347.0769230769231	0	141
39	1	40	715.0526315789474	352.0175438596491	0	141
40	1	41	829.609756097561	355.609756097561	0	146
41	1	42	733.3478260869565	360.19565217391306	0	141
42	1	43	720.8269230769231	366.59615384615387	0	141
43	1	44	833.24	366.1	0	146
44	1	45	1239.0657894736842	371.44736842105266	0	151
45	1	46	811.8170731707318	375.6951219512195	0	146
46	1	47	1224.140350877193	378.0175438596491	0	151
47	1	48	831.4125	388.925	0	146
48	1	49	1213.0222222222221	386.2	0	151
49	1	50	1234.6478873239437	390.6478873239437	0	151
50	1	51	809.6304347826087	391.30434782608694	0	146
51	1	52	1208.0714285714287	392.9642857142857	0	151
52	1	53	1216.0588235294117	401.29411764705884	0	151
53	1	54	1225.659090909091	405.54545454545456	0	151
54	1	55	586.1558441558442	434.87012987012986	0	159
55	1	56	589.5681818181819	452.64772727272725	0	159
56	1	57	410.3095238095238	518.5238095238095	0	173
57	1	58	397.03125	518.625	0	173
58	1	59	1173.3291139240507	530.7721518987341	0	180
59	1	60	1155.134328358209	535.2686567164179	0	180
60	1	61	1188.986301369863	543.2465753424658	0	180
61	1	62	816.074074074074	546.1851851851852	0	188
62	1	63	1200.025641025641	554.9487179487179	0	180
63	1	64	814.46875	562.0	0	188
64	1	65	569.6111111111111	600.9629629629629	0	203
65	1	66	607.0952380952381	603.7777777777778	0	203
66	1	67	1301.0833333333333	603.9583333333334	0	202
67	1	68	1283.8148148148148	604.5555555555555	0	202
68	1	69	583.5	612.8809523809524	0	203
69	1	70	596.7666666666667	615.8	0	203
70	1	71	1288.4130434782608	613.3695652173913	0	202
71	1	72	1284.361111111111	627.8055555555555	0	202
72	1	73	575.8333333333334	619.3333333333334	0	203
73	1	74	1190.2	731.6	0	241
74	1	75	1192.5675675675675	754.5540540540541	0	241
75	1	76	1177.9591836734694	755.6734693877551	0	241
76	1	77	421.4925373134328	777.8656716417911	0	255
77	1	78	431.3	788.375	0	255
78	1	79	412.97872340425533	793.6595744680851	0	255
79	1	80	1239.9344262295083	796.4754098360655	0	267
80	1	81	526.4545454545455	794.75	0	268
81	1	82	425.7083333333333	800.4791666666666	0	255
82	1	83	1228.4418604651162	807.4651162790698	0	267
83	1	84	542.968253968254	803.4126984126984	0	268
84	1	85	1254.607142857143	814.0178571428571	0	267
85	1	86	537.2698412698413	814.7936507936508	0	268
86	1	87	520.0714285714286	819.0357142857143	0	268
87	1	88	1240.421052631579	828.3026315789474	0	267
88	1	89	1270.9545454545455	829.6969696969697	0	267
89	1	90	541.0967741935484	824.3870967741935	0	268
90	1	91	520.5434782608696	829.195652173913	0	268
91	1	92	534.15625	832.09375	0	268
92	1	93	528.0	839.3870967741935	0	268
93	1	94	1261.0454545454545	842.6818181818181	0	267
94	1	95	1248.3666666666666	843.5333333333333	0	267
95	1	96	1233.9402985074628	850.3880597014926	0	267
96	1	97	1275.2857142857142	851.1224489795918	0	267
97	1	98	1251.3934426229507	858.655737704918	0	267
98	1	99	1223.225	856.85	0	267
99	1	100	868.0434782608696	935.9130434782609	0	301
100	1	101	886.9180327868852	938.0655737704918	0	301
101	1	102	892.7126436781609	949.9885057471264	0	301
