,Mitocheck_Phenotypic_Class,Feature_Type,Cell_UUID,UMAP_Embedding,Embedding_Value
0,Large,CP,3ba3aae1-489a-4eae-87f5-f3c31c9c91e9,UMAP1,4.6374197
1,Large,CP,c16d0e78-70db-49ff-bc48-027342fe00da,UMAP1,2.1192417
2,Large,CP,4a6e4da9-941d-4a6c-968e-cb1932839313,UMAP1,4.981214
3,Large,CP,bd03dd73-f4fb-4a25-93ce-1720e55de69b,UMAP1,4.879813
4,Large,CP,9721f66a-6a76-4a22-a257-e021a5da9e01,UMAP1,4.9298797
5,Large,CP,b3846115-1300-4bb1-8988-e494ef1fb363,UMAP1,2.068591
6,Large,CP,1ec2c77b-6ac1-4815-9e42-bdae95be8c8a,UMAP1,3.3310924
7,Large,CP,8d6a0d3d-a257-4959-a4be-1245f72db909,UMAP1,4.7427936
8,Large,CP,1d3c1e7f-69a8-445e-9b56-bf26884f8864,UMAP1,2.206019
9,Large,CP,8d20b536-1f37-4c9d-9ecc-32cc87dc7195,UMAP1,3.9620292
10,Large,CP,17e71613-b566-4669-a54b-d06552381cf0,UMAP1,5.582948
11,Large,CP,df1fcc6d-c25a-4b18-a9b4-0a6301bffaf8,UMAP1,2.159111
12,Large,CP,ff6fa233-b1bf-4b8a-b5b1-c568ecffb9d1,UMAP1,2.184665
13,Large,CP,61bc9226-fa82-4123-be18-0e92ab5ef75c,UMAP1,1.8055518
14,Large,CP,1e31ed50-bf07-469d-99e1-17b67a3f0cd9,UMAP1,1.7683321
15,Large,CP,878d7e1a-8c5a-4255-b0de-46f10d3f3daa,UMAP1,2.131608
16,Large,CP,dcefda2b-b56e-444d-ae82-513d3b5556fa,UMAP1,1.7918878
17,Large,CP,0f4766ae-b25b-4977-b4a2-5d99e9981542,UMAP1,2.0002995
18,Large,CP,3f94cb4c-f73e-440d-932d-fa0e3b260d1b,UMAP1,1.7713886
19,Large,CP,aaca4da0-e2b1-4f7b-9bdf-b6e385622e3d,UMAP1,3.2544363
20,Large,CP,74564812-407a-424a-9a68-e74805137b64,UMAP1,4.9667583
21,Large,CP,589e223c-e48c-437b-b5d9-48383bd388a9,UMAP1,4.762926
22,Large,CP,96eac426-f9e8-402c-8f2b-59144e424f32,UMAP1,3.867807
23,Large,CP,e34ac072-28ac-4083-bd50-54dcb0df765c,UMAP1,4.023389
24,Large,CP,e9d0b34f-9660-445e-b2dc-ce348ec36d61,UMAP1,2.3475804
25,Large,CP,dcff54af-0408-4f2e-aa2f-56b961d5dfd2,UMAP1,1.9905792
26,Large,CP,52564064-87a5-4c60-a16f-a3ad4fbf8363,UMAP1,4.7643023
27,Large,CP,e7c04029-1b15-4267-9bdc-cd356495de1c,UMAP1,4.5580297
28,Large,CP,4f3a0266-e8f3-4752-9406-fcb1a39b4b45,UMAP1,4.8989086
29,Large,CP,b53b9240-90ab-407a-8a13-1f953bfa3294,UMAP1,1.9260182
30,Large,CP,1ae1262d-383c-42c8-9598-5f47344fad36,UMAP1,1.8720441
31,Large,CP,f70ebd27-7222-4379-866b-af2ad2214a6e,UMAP1,1.8797925
32,Large,CP,70a02bc4-e1fc-4110-a3f9-773aacdefd5a,UMAP1,1.8894916
33,Large,CP,21302a27-7fbd-4a68-aa38-c1fa54cccb77,UMAP1,1.719262
34,Large,CP,2aad0a1e-dd85-4b64-8e37-496369a9d6fb,UMAP1,2.1377227
35,Large,CP,4890186e-bdfc-4554-9c2d-ff587141d1a3,UMAP1,1.9169046
36,Large,CP,43dd8c1e-76aa-4426-bf01-d667cf64a672,UMAP1,1.6491872
37,Large,CP,3e42f33e-f801-45ff-8424-be1e363ba824,UMAP1,1.5613911
38,Large,CP,adbce8f6-3b85-42d5-869c-9934ae1e5fa3,UMAP1,2.0187602
39,Large,CP,01057ef3-cc06-4e20-931f-69de9a7357d0,UMAP1,4.3699346
40,Large,CP,1553e49c-68d7-4617-b287-3b51f10e3e87,UMAP1,3.7929246
41,Large,CP,4dfa07d0-43cc-4381-930c-6c7d5a949ecf,UMAP1,4.6412683
42,Large,CP,d781fa79-3cde-43fa-8c8c-007f84799bac,UMAP1,2.2873354
43,Large,CP,259577a6-9f02-4361-abda-b85a7c1bd52d,UMAP1,1.9888734
44,Large,CP,a0e4e87d-01b8-4bb0-8df8-238758bd7e5d,UMAP1,2.0565598
45,Large,CP,88b7ef21-b53c-4919-aeb4-fc500688105a,UMAP1,1.985435
46,Large,CP,48551f11-88ba-48e3-9a56-0d34eda9aa65,UMAP1,-4.0915065
47,Large,CP,5bc1cfe5-7b50-4402-9f9b-747780c55c3f,UMAP1,1.5918427
48,Large,CP,ac50460b-3f53-4639-80bc-4e1846e740da,UMAP1,1.6778984
49,Large,CP,400f8004-d62c-4930-89d5-c77e937b09e6,UMAP1,1.6196903
50,Large,CP,40a9fd27-6dee-45c4-94bf-ccff49076860,UMAP1,1.6286007
51,Large,CP,f1e757fc-ba6f-460b-9155-2c5e79a064c5,UMAP1,1.8507746
52,Large,CP,9175d3fd-ee83-4511-ae23-af0ffa45d689,UMAP1,3.022853
53,Large,CP,4747c524-c01e-4ae1-bc6d-6bcbb93889e8,UMAP1,1.709909
54,Large,CP,234ede59-50fd-4e2d-9e3a-7070a79d0748,UMAP1,3.0915165
55,Large,CP,b552e074-ee2e-4a5b-9d10-7b18a07f5706,UMAP1,1.6878842
56,Large,CP,459114df-ca68-492d-b051-56230f19c19f,UMAP1,1.6531941
57,Large,CP,2e242ffc-d3b3-41a8-8865-0377c968c094,UMAP1,1.7941449
58,Large,CP,63bd7d5c-d648-4822-82f4-cf6fdabe8fc6,UMAP1,1.728841
59,Large,CP,0e5deb85-eb9f-4c56-a463-236b217f70ae,UMAP1,1.6869613
60,Large,CP,b8e082c5-fbb9-4c3b-b0b0-dec440f2f256,UMAP1,1.746632
61,Large,CP,5e25a17a-72f3-49e6-9ca7-acffee0cff8a,UMAP1,1.6380389
62,Large,CP,005f3f10-ed84-4d12-965f-ec2a565ba8bf,UMAP1,-4.205
63,Large,CP,97307c4a-6897-4052-a629-70eae499466b,UMAP1,1.6712542
64,Large,CP,ddabe349-a683-4ea2-81af-eb6fdabbdee2,UMAP1,1.5881445
65,Large,CP,70bbfd9c-7287-41aa-8ffc-12e125e0719b,UMAP1,1.7945839
66,Large,CP,6f5a4acb-8804-4d31-94de-836b9591564f,UMAP1,1.6327535
67,Large,CP,898be5d9-ca11-44d4-8927-a8fc866f0c37,UMAP1,1.582127
68,Large,CP,9f120df6-14ed-4091-89e4-2db9f71378f0,UMAP1,1.8405056
69,Large,CP,f52a7977-a8b5-49ab-8131-cef9e05a1c3e,UMAP1,1.7921642
70,Large,CP,8f22b5bc-bc5c-485a-8c7b-6a70a7c1a513,UMAP1,1.6311498
71,Large,CP,dd19834c-0fb5-458b-a813-3526ef91cead,UMAP1,2.33328
72,Large,CP,5754528f-9e53-4bd0-a13a-07693edde81d,UMAP1,2.2163682
73,Large,CP,6c003ec8-f60c-4190-856f-22bd093e379f,UMAP1,4.922848
74,Large,CP,a8157091-5703-4409-8a0b-e85de42c0876,UMAP1,2.2030637
75,Large,CP,cb51a4fd-375e-4503-8e9c-b23f70a8cec6,UMAP1,4.347349
76,Large,CP,f79c2755-0f05-413d-a66d-5a91cb7e5def,UMAP1,4.5057907
77,Prometaphase,CP,b729e83f-9f35-401c-b6bb-baf7a806ef19,UMAP1,8.339108
78,Prometaphase,CP,c435dec0-9732-495a-95df-9981f92ddcd9,UMAP1,6.7835655
79,Prometaphase,CP,08236618-5a1a-4d98-9ddd-dacc58569989,UMAP1,8.327446
80,Prometaphase,CP,9499928f-7bbd-44de-a094-925c5c800f5f,UMAP1,8.309398
81,Prometaphase,CP,23c74aa1-42f8-45ae-88f2-9a0a7a8db052,UMAP1,7.3752728
82,Prometaphase,CP,d22cdea9-04bd-4f6f-98bb-3b7bdd158807,UMAP1,6.153061
83,Prometaphase,CP,554ed01b-116d-45de-a2df-9f1ee36cb8ec,UMAP1,8.128507
84,Prometaphase,CP,c8d5b88d-a553-49d5-b5d6-f8d9b7bd2265,UMAP1,6.7297316
85,Prometaphase,CP,0f1141a8-b0a8-4674-87dd-6963843f6148,UMAP1,7.3504558
86,Prometaphase,CP,81f675ed-628a-4407-b533-14dac8f04e6b,UMAP1,8.426966
87,Prometaphase,CP,1647603d-55a7-4432-aeb0-6c4a838cd650,UMAP1,8.737763
88,Prometaphase,CP,f4f54586-6742-40ac-96ac-d9f2ce6255ff,UMAP1,8.3838415
89,Prometaphase,CP,ee58f7bf-28d4-4546-b93d-bbcdf5f32d52,UMAP1,6.763152
90,Prometaphase,CP,2b333c83-dac1-498e-8a46-5670cae0d6c8,UMAP1,8.292979
91,Prometaphase,CP,6fbce7c5-fc7f-4ac5-8981-313bfae8ffcb,UMAP1,8.484172
92,Prometaphase,CP,4422fed1-18eb-4125-bb00-3c3067ce4da2,UMAP1,5.800086
93,Prometaphase,CP,171953cd-de4d-4bc2-800d-a7df0729f449,UMAP1,8.548863
94,Prometaphase,CP,16b64ac4-7527-4515-8639-d52913380009,UMAP1,8.546243
95,Prometaphase,CP,ad6e037b-fe43-421d-9309-4ef9c1d01876,UMAP1,6.925222
96,Prometaphase,CP,817f38d9-ebb2-40b4-83ff-9a1b4c102b9c,UMAP1,8.40769
97,Prometaphase,CP,c906feea-80e5-4944-8eae-9c3fad5463d4,UMAP1,8.272003
98,Prometaphase,CP,d68be183-3ac6-484b-a92b-1f51ddf72198,UMAP1,5.9926534
99,Prometaphase,CP,19adaefc-ad19-4c88-b8f6-6ab5740292f2,UMAP1,8.446694
100,Prometaphase,CP,8756fc24-3530-4fac-85bd-241a5dc53b93,UMAP1,7.634098
101,Prometaphase,CP,459c58f4-2a70-4772-b755-e5ac7079edb7,UMAP1,4.8746486
102,Prometaphase,CP,ad7fde40-f952-4e16-8e46-967685bbb6d8,UMAP1,5.238124
103,Prometaphase,CP,82fcca94-4f13-49ed-920d-dbae6543c2e1,UMAP1,8.097557
104,Prometaphase,CP,88b5a926-4353-4852-8da2-74ccca5bb733,UMAP1,8.600038
105,Prometaphase,CP,3409dab3-a32d-4b07-b1c6-66a3829a2dcc,UMAP1,8.4873495
106,Prometaphase,CP,2fabf28c-ec1b-4701-99cb-606e7778c308,UMAP1,8.064669
107,Prometaphase,CP,77b16093-dca4-49dc-9561-a801856c5510,UMAP1,8.292895
108,Prometaphase,CP,ac42a686-676d-4dac-8a19-797d3b3b6a40,UMAP1,8.188777
109,Prometaphase,CP,9d6df2b9-5f04-4a2c-aa33-50bdaec555ee,UMAP1,4.7579317
110,Prometaphase,CP,ba22f18a-2c6d-49e0-bd3b-5ec602cfaba3,UMAP1,8.646438
111,Prometaphase,CP,c0b8702f-0fd6-4565-8a9f-93f315e12a10,UMAP1,4.6760483
112,Prometaphase,CP,e8d91d94-f4fe-430a-befe-7de17c8f1644,UMAP1,4.897186
113,Prometaphase,CP,7b67fbdd-d2b4-4c87-ac70-0f2a3f9e20f6,UMAP1,6.905409
114,Prometaphase,CP,1abd691a-e361-4ae7-a28e-511a480853aa,UMAP1,5.737586
115,Prometaphase,CP,7f9d4d1e-22ea-40c3-8cfb-7d38b0076a47,UMAP1,5.6631365
116,Prometaphase,CP,45d39093-6ecb-4677-9037-6e6808ce75f1,UMAP1,6.559404
117,Prometaphase,CP,9438e017-ef84-4cf8-84c9-8e4e970dbdb4,UMAP1,4.820055
118,Prometaphase,CP,595c4f0b-0fac-4214-a261-1427203735ec,UMAP1,7.9987183
119,Prometaphase,CP,b8a07442-e0c1-4341-adc6-f462d7ebdfd6,UMAP1,8.565889
120,Prometaphase,CP,5fb57a8a-ce96-4ad1-917a-3ed8c9a90207,UMAP1,7.2343
121,Prometaphase,CP,c92718a1-54bf-4d6c-bff4-dc4ba4bd35a3,UMAP1,5.0677204
122,Prometaphase,CP,4945d924-ddb9-4b6a-888e-a24f24b1aed5,UMAP1,3.990923
123,Prometaphase,CP,5d0e97a3-b52b-426b-99d6-eb8c5c741d7e,UMAP1,4.3728743
124,Prometaphase,CP,b4e2c5ce-a510-4de5-973e-6e93788811d1,UMAP1,7.1106534
125,Prometaphase,CP,3ff42d25-d64d-4590-83b8-0bc711b660f5,UMAP1,5.9722047
126,Prometaphase,CP,bd5a12e0-ff75-41ab-87d6-c5bf165e079a,UMAP1,5.307322
127,Prometaphase,CP,e9f9a532-69d3-4ad3-9989-a8ad855cdf45,UMAP1,5.969094
128,Prometaphase,CP,43266475-c3f7-43f3-8b4c-1ccf90ec4519,UMAP1,4.5916286
129,Prometaphase,CP,c1fb5c2f-4aba-4014-b025-98990474adc3,UMAP1,8.29296
130,Prometaphase,CP,fa68b2ef-7867-4510-9c14-f164130b5f09,UMAP1,7.236144
131,Prometaphase,CP,e7932595-9a10-4ae8-a901-b5529e8a0864,UMAP1,5.161528
132,Prometaphase,CP,3805f497-2878-43db-8a42-a4966564c36a,UMAP1,3.4310844
133,Prometaphase,CP,1bb0d9e0-74b4-4a2b-9de8-0aa629363bc1,UMAP1,5.0653415
134,Prometaphase,CP,c4eaea1a-ad0d-4e76-b337-bad17729c626,UMAP1,5.131264
135,Prometaphase,CP,6c5661e4-d474-4f81-97bb-dba37db9828a,UMAP1,3.738595
136,Prometaphase,CP,41425a86-90db-4ebf-8c89-457391c75db6,UMAP1,5.740294
137,Prometaphase,CP,4c8ec35e-bca6-456f-8ec3-8ce8163faba7,UMAP1,3.4892995
138,Prometaphase,CP,0d4894c3-d367-4d43-b34c-d1c3f0d9cfd0,UMAP1,6.4484878
139,Prometaphase,CP,b7c11cb9-8123-4d4e-ac96-e43118724d55,UMAP1,4.8833075
140,Prometaphase,CP,64aae5b4-c916-477b-8c09-ff47f2365158,UMAP1,3.5145025
141,Prometaphase,CP,46b0f049-4b77-4238-9deb-ca2c920a8c3c,UMAP1,6.32634
142,Prometaphase,CP,3db9f761-af2b-4a04-9b8f-17b1e01b07b0,UMAP1,5.2776504
143,Prometaphase,CP,8776b4a2-5ec8-473c-a173-083d853a96d0,UMAP1,3.9398162
144,Prometaphase,CP,3b235df8-3d03-4328-a8ea-8b321a9985b4,UMAP1,6.2364025
145,Prometaphase,CP,fc3b8ccf-11e2-4653-a7f5-6ad742e84eb8,UMAP1,3.6365557
146,Prometaphase,CP,b453ba55-6567-49e4-8927-7960f4b592fe,UMAP1,5.1872926
147,Prometaphase,CP,a99bfbbc-b80e-41f8-a33d-9747d62bc808,UMAP1,5.6548653
148,Prometaphase,CP,c1b48ebf-1951-4d9a-ae14-4e8f6b5d00cc,UMAP1,6.580962
149,Prometaphase,CP,15b4b4b9-0e87-4e69-9259-aeb656e9edf7,UMAP1,7.4613223
150,Prometaphase,CP,b83abea6-2f97-4881-9c17-aa226e80a3da,UMAP1,5.465503
151,Prometaphase,CP,a072dc2d-89dd-458b-9396-e5378585fca0,UMAP1,5.5871005
152,Prometaphase,CP,91b8c139-872e-4f4c-a6bd-1ad4640b0b4b,UMAP1,8.099547
153,Prometaphase,CP,6e0b4e7d-d9f5-435f-b337-b1621ba4380b,UMAP1,7.047989
154,Prometaphase,CP,6eadbd2c-c9e2-42c6-8b71-03d8586254cf,UMAP1,6.78007
155,Prometaphase,CP,c015bb62-c2fe-4bdc-b311-6b32c70c1f9d,UMAP1,5.29818
156,Prometaphase,CP,32cd8785-41cf-4543-a401-ff29e9155b9d,UMAP1,6.558917
157,Prometaphase,CP,554a58d2-6418-4b39-8130-5312f066c81a,UMAP1,6.471718
158,Prometaphase,CP,6a9a5d64-a62a-4b55-977c-fadcedb21ef3,UMAP1,6.3312554
159,Prometaphase,CP,c7c2499a-2844-4907-9ae2-7b72e812b6ff,UMAP1,6.2913265
160,Prometaphase,CP,099e39a3-c6be-4b83-912d-39d2a1fba8fd,UMAP1,6.9926147
161,Prometaphase,CP,3792a137-5e54-44ce-9729-319d79f406da,UMAP1,5.992242
162,Prometaphase,CP,f438dc18-43ee-46cc-a23d-1def54b2156f,UMAP1,5.7604003
163,Prometaphase,CP,84f04dca-cef6-4bec-b554-d4f3df3ed1d1,UMAP1,6.1423
164,Prometaphase,CP,c078e3af-4abd-4dd8-a5cb-963a6f85d776,UMAP1,5.5212836
165,Prometaphase,CP,203c9ede-6790-41e2-ae78-f180d51ba533,UMAP1,5.7742586
166,Prometaphase,CP,e3669d6c-b79f-4b25-860f-ee0ca54070f4,UMAP1,5.783324
167,Prometaphase,CP,c10df0f2-8eb6-47c6-a595-30afeaa06cf1,UMAP1,6.5928717
168,Prometaphase,CP,22a007c5-5cad-4562-824e-7f8df6477f04,UMAP1,5.3984604
169,Prometaphase,CP,130860da-1a3a-4f43-a578-1be6b10c6e99,UMAP1,6.361957
170,Prometaphase,CP,11379bba-6828-4c3f-ae24-98e5262c7878,UMAP1,4.631268
171,Prometaphase,CP,33b01e5d-9793-423b-ba31-b403c0923949,UMAP1,5.891078
172,Prometaphase,CP,3f9fb676-0f39-4e40-81a8-5e32e7a10dba,UMAP1,5.891233
173,Prometaphase,CP,fc607c4f-51bd-442f-a8eb-a19f01a099b9,UMAP1,6.2104383
174,Prometaphase,CP,3b97d191-4fc0-479e-833b-ff2858e53965,UMAP1,7.8859196
175,Prometaphase,CP,d085efcb-96fb-4f32-84b4-0ad8d028aaf4,UMAP1,5.3356566
176,Prometaphase,CP,3a07077a-0538-4f9e-b4ab-e8b181189294,UMAP1,7.9443097
177,Prometaphase,CP,3ce9cea5-d33d-4c7a-a6f4-40ea33201ea6,UMAP1,8.602826
178,Prometaphase,CP,5c84727e-ad76-46fd-9f84-b86b625a96c7,UMAP1,5.136669
179,Prometaphase,CP,bc33e064-ada5-45b9-95d7-c6f542c59bbe,UMAP1,5.914797
180,Prometaphase,CP,fabb8bb4-cf65-4dd6-b1ef-1837f664038e,UMAP1,3.424368
181,Prometaphase,CP,323ecffd-8218-4764-8ff8-b91e12151e71,UMAP1,5.8388643
182,Prometaphase,CP,14206dfb-3d3d-46b9-b53c-2ad733582f55,UMAP1,5.8533964
183,Prometaphase,CP,015e4472-6bef-4376-9e23-54fbf2f4901f,UMAP1,8.438497
184,Prometaphase,CP,3d527588-ab61-4103-b473-55651c79a9ba,UMAP1,3.875452
185,Prometaphase,CP,0244e3f4-555c-4df3-90b6-e51e2ca9d8e9,UMAP1,5.4440145
186,Prometaphase,CP,047d3b87-6802-4d3f-b92c-319d85f50cdf,UMAP1,4.2681
187,Prometaphase,CP,2f1c92d0-f273-44bb-9932-a3001a4581af,UMAP1,6.464455
188,Prometaphase,CP,3624d032-58e9-4ac0-ac54-dd89a0e68248,UMAP1,7.2572193
189,Prometaphase,CP,39788a30-1430-4297-b03f-e9b32db9b477,UMAP1,3.4501567
190,Prometaphase,CP,298d7564-e679-475d-8e8c-970917eb87a0,UMAP1,3.487218
191,Prometaphase,CP,14a9e35f-2506-474c-82ab-fd37e6d120ff,UMAP1,5.915866
192,Prometaphase,CP,9b2cff27-a0bd-47c2-b096-4b4e84efb533,UMAP1,5.010676
193,Prometaphase,CP,54f98d99-7e13-41e7-b1ae-945aef30c1c9,UMAP1,6.272557
194,Prometaphase,CP,50c98725-f2a2-4a97-bb54-97f3b0bc87bf,UMAP1,7.8122816
195,Prometaphase,CP,310128ba-d496-4f0d-a2f6-7d2a29071ce1,UMAP1,5.2571254
196,Prometaphase,CP,273a2525-d788-40c9-9d53-0f32ddcfbbcd,UMAP1,3.4883485
197,Prometaphase,CP,c11d22ac-c00a-4dbd-857b-c56b3c0ae9b9,UMAP1,5.185663
198,Prometaphase,CP,07c46201-88c7-400a-a224-62df07dd9576,UMAP1,3.3625374
199,Prometaphase,CP,68cc1b7a-ba3f-4b26-baa5-202cb0079aa7,UMAP1,5.8276987
200,Prometaphase,CP,e7b58d5e-39e1-4aa2-8d47-aa5865838c63,UMAP1,7.802296
201,Prometaphase,CP,4949f661-2a1b-4789-a63b-1a86ae78efff,UMAP1,5.064274
202,Prometaphase,CP,d0aa42c7-a4b1-46d4-9c8b-7918b9a83dd4,UMAP1,8.349854
203,Prometaphase,CP,16fb2aa2-63c5-488e-aa2a-ecbca2fa07bb,UMAP1,6.950483
204,Prometaphase,CP,c6e6c0a9-ee18-43cc-bf58-46f1992ebc06,UMAP1,3.824527
205,Prometaphase,CP,fb323419-00a5-489c-bc4e-bb522f84e1a2,UMAP1,9.116784
206,Prometaphase,CP,3bab7cb6-347a-4c71-8119-b9a00e723798,UMAP1,7.79135
207,Prometaphase,CP,e5b5bc7b-92d5-431f-bae1-d309db2f975c,UMAP1,6.091092
208,Prometaphase,CP,09693b46-d48a-4c0e-b480-2745dccc332f,UMAP1,6.0522237
209,Prometaphase,CP,e5baf369-417f-4b61-8b09-17bc924f489f,UMAP1,7.197076
210,Prometaphase,CP,aa866ae2-c388-47f1-8686-55a24c02fdf0,UMAP1,5.5223446
211,Prometaphase,CP,691eabf6-82ef-43d7-a909-9686f78f4ef7,UMAP1,4.1510434
212,Prometaphase,CP,5206be99-774a-4670-8df6-7f99067c363d,UMAP1,3.5681362
213,Prometaphase,CP,698985ac-c3f7-436e-b391-029894c09123,UMAP1,8.026147
214,Prometaphase,CP,f29ad3ca-331c-450c-a792-c450f3b92b82,UMAP1,5.886792
215,Prometaphase,CP,bf5594c0-8f80-4da9-961a-30410d2cd754,UMAP1,3.459707
216,Prometaphase,CP,d0451262-477f-4ceb-8e1a-2d555d2c2b38,UMAP1,7.980555
217,Prometaphase,CP,2d674bc8-2fde-4cd5-88cc-45da76b0a809,UMAP1,7.8679132
218,Prometaphase,CP,2927f601-c3ab-49c8-a4ad-e5cbf9fd94d8,UMAP1,4.545953
219,Prometaphase,CP,e0206e31-c316-4ceb-b419-af1cf0be0fdd,UMAP1,7.616595
220,Prometaphase,CP,b300da8c-7e3a-4f9d-a05a-b2f61fde4cd7,UMAP1,3.5252671
221,Prometaphase,CP,dd936359-d427-48b4-916d-ed9f5bffa284,UMAP1,5.615048
222,Prometaphase,CP,d2a120bc-bc13-4a5e-9a95-4a15fd147e34,UMAP1,5.898556
223,Prometaphase,CP,7e3236fa-d50c-45ab-96a1-9a009daf5947,UMAP1,6.3209534
224,Prometaphase,CP,3558a32c-6da2-4c75-b787-642787c9cdff,UMAP1,6.0969768
225,Prometaphase,CP,00157f44-7a14-4374-b1ec-78afc4443210,UMAP1,6.949267
226,Prometaphase,CP,204fa738-40ab-4e9b-8414-5621e010bf21,UMAP1,5.4380918
227,Prometaphase,CP,8bd9b798-eb5e-408d-8ace-df6215e014f3,UMAP1,5.998962
228,Prometaphase,CP,25c28587-4fa2-43ee-ab79-85fbe774bbf8,UMAP1,6.203326
229,Prometaphase,CP,654256ea-f41f-4d33-85dd-c50a60de730e,UMAP1,5.5529537
230,Prometaphase,CP,211d1ef5-cbad-4537-b563-4d5fb2040dea,UMAP1,5.9649158
231,Prometaphase,CP,43e7bd48-df5e-4b0b-86f2-a4829db4b87b,UMAP1,5.6733537
232,Prometaphase,CP,f6ab0d4a-9dad-4f79-a711-d92c4479a005,UMAP1,3.5092583
233,Prometaphase,CP,161bcf4b-273f-4755-8cb0-4aea725f1ded,UMAP1,6.2069607
234,Prometaphase,CP,784c4d06-2e10-4dd9-9021-0a29095c39ec,UMAP1,7.5674596
235,Prometaphase,CP,cc3e4dcb-9a17-4aed-beee-ba15acff769f,UMAP1,7.9116807
236,Prometaphase,CP,3953464b-5910-4ebb-afc2-9c43c0b5e8bb,UMAP1,4.7333894
237,Prometaphase,CP,028d6317-0b9c-41ae-a28f-bfe3c8d371c5,UMAP1,5.4355464
238,Prometaphase,CP,558e2098-89e4-4b65-aba1-3dfa2b53d8f8,UMAP1,7.8051496
239,Prometaphase,CP,f85f2aa1-dba2-46dd-a006-d71dbd46a5c4,UMAP1,3.618473
240,Prometaphase,CP,300e213c-5bd6-4a07-8b7c-55e09409488c,UMAP1,5.9349804
241,Prometaphase,CP,8d95bd98-ee75-4ee1-9d7e-abc8e3d36d3c,UMAP1,5.8915167
242,Prometaphase,CP,63482eba-2c39-4ce4-87ac-6eef36a52d78,UMAP1,6.150606
243,Prometaphase,CP,bd19642c-477e-4579-9a66-06d32a096bde,UMAP1,5.627987
244,Prometaphase,CP,1a62f4ea-b55d-4b12-a157-bfef747c8671,UMAP1,6.004376
245,Prometaphase,CP,47a255dc-5e6e-4b30-8efe-b79a21f054bb,UMAP1,6.1716676
246,Prometaphase,CP,0ca44d97-7f66-4d79-9bcc-2670f6817b95,UMAP1,5.7802644
247,Prometaphase,CP,9edd2eac-f4ee-4130-96ff-99aa14010a39,UMAP1,5.8754444
248,Prometaphase,CP,1e86b208-b37a-41e6-bbe3-f11b4695fccd,UMAP1,6.074522
249,Prometaphase,CP,0d6ad47b-b769-496d-8825-3b773abf1469,UMAP1,3.669768
250,Prometaphase,CP,5a6347de-6a2a-4b1a-b38c-de7b730e7ec8,UMAP1,5.623284
251,Prometaphase,CP,10ee7355-a8f5-4c44-abd3-8439ed0cc795,UMAP1,0.4797975
252,Prometaphase,CP,2c37d8fa-e295-44aa-9de0-8e6f2343d1ee,UMAP1,8.354636
253,Prometaphase,CP,f1953454-b971-4c40-8634-adf9a903e63d,UMAP1,8.516959
254,Prometaphase,CP,7ae532f8-6016-43e0-9d55-193642a1959e,UMAP1,6.99198
255,Prometaphase,CP,76dffcb5-a007-4d20-9176-fa66ddc3c2ff,UMAP1,8.027038
256,Prometaphase,CP,31e4dea4-c612-4e46-a7bd-5bc6df83bffc,UMAP1,5.566078
257,Prometaphase,CP,8aa5144f-527c-42c5-8673-e919d7b6ca46,UMAP1,5.4584064
258,Prometaphase,CP,798b4971-21b2-4b0b-b649-3409a639a4f6,UMAP1,6.6478653
259,Prometaphase,CP,6d47ea2e-12b3-4180-b204-e6474fc9bae4,UMAP1,7.5218797
260,Prometaphase,CP,9595996f-eb2e-4a1d-9d30-c43e19aa3d88,UMAP1,8.681683
261,Prometaphase,CP,4e12d748-b759-474a-b7d9-610f663a8a83,UMAP1,8.464806
262,Prometaphase,CP,dd379633-417c-4e6f-9b8e-afab42aff1f6,UMAP1,6.004655
263,Prometaphase,CP,c7d55bca-a2d1-484e-a419-abee4f5d7444,UMAP1,6.7899885
264,Prometaphase,CP,e01b1e73-cab6-4344-9a22-33048234ba04,UMAP1,3.996907
265,Prometaphase,CP,adf0e35f-df94-4b35-a252-666cf4f1fc83,UMAP1,8.318016
266,Prometaphase,CP,1f41d2cc-3951-4203-80dc-8e6f6f36f5c9,UMAP1,7.955267
267,Prometaphase,CP,16e28d50-04c8-46ae-bbe1-57e555ece5c5,UMAP1,6.8398685
268,Prometaphase,CP,be85439d-26cd-4dff-b6ef-7b8c8a90b76d,UMAP1,3.3851929
269,Prometaphase,CP,8f72ac0e-829c-47cc-86b2-429d80672346,UMAP1,5.387111
270,Prometaphase,CP,f261bb77-abfb-403e-8abf-861edc902563,UMAP1,8.188724
271,Prometaphase,CP,abcee724-c8e3-4949-847f-f0ea9749ca77,UMAP1,6.8639493
272,Prometaphase,CP,4423b3b4-c8d2-4f12-8690-fba64777e9ea,UMAP1,8.009255
273,Prometaphase,CP,e6109b8c-c92d-44b5-9386-c10712769bcb,UMAP1,7.9248734
274,Prometaphase,CP,0962b55b-bdb3-43bd-8ddb-b6accb397ff7,UMAP1,7.8339596
275,Prometaphase,CP,c2086d82-5eec-496c-aa4b-f80c9033e2a7,UMAP1,4.9947925
276,Prometaphase,CP,1ed4fa67-0404-426f-b0f8-cd50a9f33946,UMAP1,5.860458
277,Prometaphase,CP,16c69aed-b436-4a61-9447-715e1d64e32b,UMAP1,4.675087
278,Prometaphase,CP,968a105c-087c-48c3-a89e-df735a79b8ee,UMAP1,3.9028063
279,Prometaphase,CP,96e3f875-85ec-4fcf-a6db-7a9dadc16e1e,UMAP1,3.9972816
