	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	771.6493506493506	134.75324675324674	0	23
1	1	2	539.4814814814815	143.80246913580248	0	24
2	1	3	746.1408450704225	181.66197183098592	0	31
3	1	4	1069.2077922077922	242.5194805194805	0	34
4	1	5	1050.6973684210527	282.0263157894737	0	36
5	1	6	310.8333333333333	335.3611111111111	0	40
6	1	7	226.05128205128204	346.7307692307692	0	41
7	1	8	266.88461538461536	371.6794871794872	0	48
8	1	9	1315.860465116279	401.2093023255814	0	52
9	1	10	304.7471264367816	427.95402298850576	0	55
10	1	11	776.4705882352941	441.5882352941176	0	57
11	1	12	951.5	464.5875	0	64
12	1	13	811.5945945945946	473.7027027027027	0	66
13	1	14	212.23809523809524	497.2063492063492	0	72
