	ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Mitocheck_Object_ID
0	1	1	1067.4848484848485	19.136363636363637	0	6
1	1	2	1037.6949152542372	52.47457627118644	0	14
2	1	3	569.3620689655172	345.9310344827586	0	61
3	1	4	623.6986301369863	476.28767123287673	0	80
4	1	5	978.375	553.234375	0	98
5	1	6	1009.3090909090909	580.5636363636364	0	102
6	1	7	1014.5254237288135	655.4237288135594	0	120
7	1	8	233.96666666666667	687.3166666666667	0	128
8	1	9	281.3818181818182	711.6545454545454	0	135
9	1	10	1145.1641791044776	764.7910447761194	0	145
10	1	11	501.811320754717	919.933962264151	0	174
